round,driverId,q1,q2,q3,year
1,1,1:26.572,1:25.187,1:26.714,2008
1,9,1:26.103,1:25.315,1:26.869,2008
1,5,1:25.664,1:25.452,1:27.079,2008
1,13,1:25.994,1:25.691,1:27.178,2008
1,2,1:25.960,1:25.518,1:27.236,2008
1,15,1:26.427,1:26.101,1:28.527,2008
1,3,1:26.295,1:26.059,1:28.687,2008
1,14,1:26.381,1:26.063,1:29.041,2008
1,10,1:26.919,1:26.164,1:29.593,2008
1,20,1:26.702,1:25.842,,2008
1,22,1:26.369,1:26.173,,2008
1,4,1:26.907,1:26.188,,2008
1,18,1:26.712,1:26.259,,2008
1,6,1:26.891,1:26.413,,2008
1,17,1:26.914,,,2008
1,8,1:26.140,,,2008
1,21,1:27.207,,,2008
1,7,1:27.446,,,2008
1,16,1:27.859,,,2008
1,11,1:28.208,,,2008
1,12,1:28.330,,,2008
1,19,1:29.059,,,2008
2,13,1:35.347,1:34.412,1:35.748,2008
2,8,1:35.645,1:34.188,1:36.230,2008
2,5,1:35.227,1:34.759,1:36.613,2008
2,1,1:35.392,1:34.627,1:36.709,2008
2,15,1:35.205,1:34.960,1:36.711,2008
2,9,1:35.794,1:34.811,1:36.727,2008
2,2,1:35.729,1:34.648,1:36.753,2008
2,17,1:35.440,1:34.967,1:37.009,2008
2,4,1:35.983,1:35.140,1:38.450,2008
2,10,1:35.891,1:35.000,1:39.656,2008
2,18,1:35.847,1:35.208,,2008
2,14,1:36.058,1:35.408,,2008
2,12,1:36.074,1:35.562,,2008
2,22,1:36.198,1:35.622,,2008
2,20,1:36.111,1:35.648,,2008
2,3,1:35.843,1:35.670,,2008
2,21,1:36.240,,,2008
2,6,1:36.388,,,2008
2,7,1:36.677,,,2008
2,11,1:37.087,,,2008
2,16,1:37.101,,,2008
2,19,1:37.481,,,2008
3,9,1:32.893,1:31.745,1:33.096,2008
3,13,1:31.937,1:31.188,1:33.123,2008
3,1,1:32.750,1:31.922,1:33.292,2008
3,8,1:32.652,1:31.933,1:33.418,2008
3,5,1:33.057,1:31.718,1:33.488,2008
3,2,1:33.137,1:31.909,1:33.737,2008
3,15,1:32.493,1:32.159,1:33.994,2008
3,3,1:32.903,1:32.185,1:34.015,2008
3,18,1:32.793,1:32.362,1:35.057,2008
3,4,1:32.947,1:32.345,1:35.115,2008
3,17,1:33.194,1:32.371,,2008
3,22,1:32.944,1:32.508,,2008
3,10,1:32.800,1:32.528,,2008
3,12,1:32.975,1:32.790,,2008
3,7,1:33.415,1:32.915,,2008
3,6,1:33.386,1:32.943,,2008
3,14,1:33.433,,,2008
3,21,1:33.501,,,2008
3,20,1:33.562,,,2008
3,16,1:33.845,,,2008
3,19,1:34.140,,,2008
3,11,1:35.725,,,2008
4,8,1:20.701,1:20.784,1:21.813,2008
4,4,1:21.347,1:20.804,1:21.904,2008
4,13,1:21.528,1:20.584,1:22.058,2008
4,9,1:21.423,1:20.597,1:22.065,2008
4,1,1:21.366,1:20.825,1:22.096,2008
4,5,1:21.430,1:20.817,1:22.231,2008
4,17,1:21.494,1:20.984,1:22.429,2008
4,15,1:21.158,1:20.907,1:22.529,2008
4,2,1:21.466,1:20.815,1:22.542,2008
4,12,1:21.409,1:20.894,1:22.699,2008
4,22,1:21.548,1:21.049,,2008
4,6,1:21.690,1:21.117,,2008
4,18,1:21.757,1:21.211,,2008
4,10,1:21.427,1:21.230,,2008
4,3,1:21.472,1:21.349,,2008
4,7,1:21.540,1:21.724,,2008
4,14,1:21.810,,,2008
4,20,1:22.108,,,2008
4,21,1:22.516,,,2008
4,16,1:23.224,,,2008
4,19,1:23.318,,,2008
4,11,1:23.496,,,2008
5,13,1:25.994,1:26.192,1:27.617,2008
5,5,1:26.736,1:26.290,1:27.808,2008
5,1,1:26.192,1:26.477,1:27.923,2008
5,8,1:26.457,1:26.050,1:27.936,2008
5,9,1:26.761,1:26.129,1:28.390,2008
5,17,1:26.773,1:26.466,1:28.417,2008
5,4,1:26.836,1:26.522,1:28.422,2008
5,15,1:26.695,1:26.822,1:28.836,2008
5,2,1:27.107,1:27.607,1:28.882,2008
5,14,1:26.939,1:26.520,1:29.959,2008
5,3,1:27.367,1:27.012,,2008
5,22,1:27.355,1:27.219,,2008
5,18,1:27.428,1:27.298,,2008
5,20,1:27.442,1:27.412,,2008
5,10,1:26.614,1:27.806,,2008
5,6,1:27.547,,,2008
5,12,1:27.568,,,2008
5,7,1:27.621,,,2008
5,21,1:27.807,,,2008
5,16,1:28.325,,,2008
6,13,1:15.190,1:15.110,1:15.787,2008
6,8,1:15.717,1:15.404,1:15.815,2008
6,1,1:15.582,1:15.322,1:15.839,2008
6,5,1:15.295,1:15.389,1:16.165,2008
6,9,1:15.977,1:15.483,1:16.171,2008
6,3,1:15.935,1:15.287,1:16.548,2008
6,4,1:16.646,1:15.827,1:16.852,2008
6,15,1:16.306,1:15.598,1:17.203,2008
6,17,1:16.074,1:15.745,1:17.343,2008
6,14,1:16.086,1:15.839,,2008
6,10,1:16.285,1:15.907,,2008
6,18,1:16.259,1:16.101,,2008
6,2,1:16.650,1:16.455,,2008
6,6,1:16.756,1:16.479,,2008
6,22,1:16.208,1:16.537,,2008
6,7,1:16.806,,,2008
6,12,1:16.933,,,2008
6,20,1:16.955,,,2008
6,16,1:17.225,,,2008
6,21,1:17.823,,,2008
7,1,1:16.909,1:17.034,1:17.886,2008
7,9,1:17.471,1:17.679,1:18.498,2008
7,8,1:17.301,1:17.364,1:18.735,2008
7,4,1:17.415,1:17.488,1:18.746,2008
7,3,1:17.991,1:17.891,1:18.844,2008
7,13,1:17.231,1:17.353,1:19.048,2008
7,5,1:17.287,1:17.684,1:19.089,2008
7,2,1:18.082,1:17.781,1:19.633,2008
7,22,1:18.256,1:18.020,1:20.848,2008
7,17,1:17.582,1:17.523,,2008
7,10,1:18.321,1:18.031,,2008
7,6,1:17.638,1:18.062,,2008
7,14,1:18.168,1:18.238,,2008
7,15,1:18.039,1:18.327,,2008
7,12,1:18.505,1:18.393,,2008
7,7,1:18.916,,,2008
7,16,1:19.108,,,2008
7,21,1:19.165,,,2008
7,18,1:23.565,,,2008
7,20,,,,2008
8,8,1:15.133,1:15.161,1:16.449,2008
8,13,1:15.024,1:15.041,1:16.490,2008
8,1,1:15.634,1:15.293,1:16.693,2008
8,4,1:15.754,1:15.483,1:16.840,2008
8,15,1:15.521,1:15.362,1:16.920,2008
8,5,1:15.965,1:15.639,1:16.944,2008
8,9,1:15.687,1:15.723,1:17.037,2008
8,17,1:16.020,1:15.488,1:17.233,2008
8,14,1:15.802,1:15.654,1:17.426,2008
8,10,1:15.727,1:15.558,1:17.596,2008
8,12,1:15.848,1:15.770,,2008
8,2,1:16.006,1:15.786,,2008
8,20,1:15.918,1:15.816,,2008
8,7,1:16.072,1:16.045,,2008
8,3,1:16.085,1:16.235,,2008
8,6,1:16.243,,,2008
8,18,1:16.306,,,2008
8,22,1:16.330,,,2008
8,21,1:16.971,,,2008
8,16,1:17.053,,,2008
9,5,1:19.957,1:19.597,1:21.049,2008
9,17,1:20.982,1:19.710,1:21.554,2008
9,8,1:20.370,1:19.971,1:21.706,2008
9,1,1:20.288,1:19.537,1:21.835,2008
9,2,1:21.022,1:19.802,1:21.873,2008
9,4,1:20.998,1:19.992,1:22.029,2008
9,12,1:20.818,1:20.115,1:22.491,2008
9,20,1:20.318,1:20.109,1:23.251,2008
9,13,1:20.676,1:20.086,1:23.305,2008
9,9,1:20.444,1:19.788,,2008
9,14,1:21.224,1:20.174,,2008
9,10,1:20.893,1:20.274,,2008
9,7,1:20.584,1:20.531,,2008
9,15,1:21.145,1:20.601,,2008
9,6,1:21.407,1:21.112,,2008
9,22,1:21.512,,,2008
9,18,1:21.631,,,2008
9,3,1:21.668,,,2008
9,16,1:21.786,,,2008
9,21,1:21.885,,,2008
10,1,1:15.218,1:14.603,1:15.666,2008
10,13,1:14.921,1:14.747,1:15.859,2008
10,5,1:15.476,1:14.855,1:16.143,2008
10,15,1:15.560,1:15.122,1:16.191,2008
10,4,1:15.917,1:14.943,1:16.385,2008
10,8,1:15.201,1:14.949,1:16.389,2008
10,9,1:15.985,1:15.109,1:16.521,2008
10,17,1:15.900,1:15.481,1:17.014,2008
10,20,1:15.532,1:15.420,1:17.244,2008
10,14,1:15.975,1:15.338,1:17.503,2008
10,10,1:15.560,1:15.508,,2008
10,2,1:15.596,1:15.581,,2008
10,3,1:15.863,1:15.633,,2008
10,18,1:15.993,1:15.701,,2008
10,7,1:15.927,1:15.858,,2008
10,6,1:16.083,,,2008
10,12,1:16.189,,,2008
10,22,1:16.246,,,2008
10,16,1:16.657,,,2008
10,21,1:16.963,,,2008
11,1,1:19.376,1:19.473,1:20.899,2008
11,5,1:19.945,1:19.480,1:21.140,2008
11,13,1:19.578,1:19.068,1:21.191,2008
11,9,1:20.053,1:19.776,1:21.281,2008
11,10,1:19.980,1:19.246,1:21.326,2008
11,8,1:20.006,1:19.546,1:21.516,2008
11,4,1:20.229,1:19.816,1:21.698,2008
11,17,1:20.073,1:20.046,1:21.732,2008
11,15,1:19.942,1:19.486,1:21.767,2008
11,12,1:20.583,1:20.131,1:22.371,2008
11,20,1:20.157,1:20.144,,2008
11,18,1:20.888,1:20.332,,2008
11,14,1:20.505,1:20.502,,2008
11,7,1:20.640,1:20.963,,2008
11,3,1:20.748,,,2008
11,2,1:21.045,,,2008
11,6,1:21.085,,,2008
11,22,1:21.332,,,2008
11,21,1:21.670,,,2008
11,16,1:22.113,,,2008
12,13,1:38.176,1:37.859,1:38.989,2008
12,1,1:38.464,1:37.954,1:39.199,2008
12,9,1:38.347,1:38.050,1:39.392,2008
12,8,1:38.703,1:38.229,1:39.488,2008
12,5,1:38.656,1:38.120,1:39.937,2008
12,20,1:38.141,1:37.842,1:40.142,2008
12,15,1:37.948,1:37.928,1:40.309,2008
12,2,1:38.738,1:37.859,1:40.631,2008
12,3,1:38.595,1:38.336,1:40.721,2008
12,7,1:38.622,1:38.417,1:40.750,2008
12,6,1:38.667,1:38.428,,2008
12,4,1:38.268,1:38.435,,2008
12,10,1:38.532,1:38.499,,2008
12,17,1:38.559,1:38.515,,2008
12,12,1:38.787,1:38.744,,2008
12,18,1:38.880,,,2008
12,14,1:39.235,,,2008
12,21,1:39.268,,,2008
12,22,1:39.811,,,2008
12,16,1:39.943,,,2008
13,1,1:46.887,1:46.088,1:47.338,2008
13,13,1:46.873,1:46.391,1:47.678,2008
13,5,1:46.812,1:46.037,1:47.815,2008
13,8,1:46.960,1:46.298,1:47.992,2008
13,2,1:47.419,1:46.311,1:48.315,2008
13,4,1:47.154,1:46.491,1:48.504,2008
13,17,1:47.270,1:46.814,1:48.736,2008
13,9,1:47.093,1:46.494,1:48.763,2008
13,7,1:46.777,1:46.544,1:48.951,2008
13,20,1:47.152,1:46.804,1:50.319,2008
13,15,1:47.400,1:46.949,,2008
13,12,1:47.052,1:46.965,,2008
13,10,1:47.359,1:46.995,,2008
13,14,1:47.132,1:47.018,,2008
13,3,1:47.503,1:47.429,,2008
13,22,1:48.153,,,2008
13,18,1:48.211,,,2008
13,16,1:48.226,,,2008
13,6,1:48.268,,,2008
13,21,1:48.447,,,2008
14,20,1:35.464,1:35.837,1:37.555,2008
14,5,1:35.214,1:35.843,1:37.631,2008
14,17,1:36.001,1:36.306,1:38.117,2008
14,7,1:35.543,1:36.175,1:38.445,2008
14,3,1:35.485,1:35.898,1:38.767,2008
14,13,1:35.536,1:36.676,1:38.894,2008
14,15,1:35.906,1:36.008,1:39.152,2008
14,4,1:36.297,1:36.518,1:39.751,2008
14,10,1:35.737,1:36.525,1:39.787,2008
14,2,1:35.709,1:36.626,1:39.906,2008
14,9,1:35.553,1:36.697,,2008
14,21,1:36.280,1:36.698,,2008
14,14,1:36.485,1:37.284,,2008
14,8,1:35.965,1:37.522,,2008
14,1,1:35.394,1:39.265,,2008
14,22,1:36.510,,,2008
14,12,1:36.630,,,2008
14,6,1:36.653,,,2008
14,18,1:37.006,,,2008
14,16,1:37.417,,,2008
15,13,1:44.519,1:44.014,1:44.801,2008
15,1,1:44.501,1:44.932,1:45.465,2008
15,8,1:44.282,1:44.232,1:45.617,2008
15,9,1:44.740,1:44.519,1:45.779,2008
15,5,1:44.311,1:44.207,1:45.873,2008
15,2,1:45.548,1:44.520,1:45.964,2008
15,20,1:45.042,1:44.261,1:46.244,2008
15,10,1:45.184,1:44.441,1:46.328,2008
15,3,1:45.103,1:44.429,1:46.611,2008
15,6,1:45.127,1:44.826,1:47.547,2008
15,15,1:45.642,1:45.038,,2008
15,18,1:45.660,1:45.133,,2008
15,17,1:45.493,1:45.212,,2008
15,14,1:46.028,1:45.298,,2008
15,4,1:44.971,,,2008
15,12,1:46.037,,,2008
15,7,1:46.389,,,2008
15,22,1:46.583,,,2008
15,16,1:47.940,,,2008
15,21,,,,2008
16,1,1:18.071,1:17.462,1:18.404,2008
16,8,1:18.160,1:17.733,1:18.644,2008
16,5,1:18.220,1:17.360,1:18.821,2008
16,4,1:18.290,1:17.871,1:18.852,2008
16,13,1:18.110,1:17.287,1:18.874,2008
16,9,1:18.684,1:17.931,1:18.979,2008
16,15,1:18.501,1:17.541,1:19.026,2008
16,10,1:17.945,1:17.670,1:19.118,2008
16,20,1:18.559,1:17.714,1:19.638,2008
16,7,1:18.593,1:18.102,1:20.167,2008
16,14,1:18.303,1:18.187,,2008
16,12,1:18.300,1:18.274,,2008
16,17,1:18.372,1:18.354,,2008
16,6,1:18.640,1:18.594,,2008
16,3,1:18.740,1:18.672,,2008
16,2,1:18.835,,,2008
16,22,1:18.882,,,2008
16,18,1:19.100,,,2008
16,16,1:19.163,,,2008
16,21,1:19.910,,,2008
17,1,1:35.566,1:34.947,1:36.303,2008
17,8,1:35.983,1:35.355,1:36.645,2008
17,13,1:35.971,1:35.135,1:36.889,2008
17,4,1:35.769,1:35.461,1:36.927,2008
17,5,1:35.623,1:35.216,1:36.930,2008
17,17,1:36.238,1:35.686,1:37.083,2008
17,2,1:36.224,1:35.403,1:37.201,2008
17,20,1:35.752,1:35.386,1:37.685,2008
17,15,1:36.104,1:35.715,1:37.934,2008
17,7,1:36.239,1:35.478,1:38.885,2008
17,12,1:36.029,1:35.722,,2008
17,9,1:36.503,1:35.814,,2008
17,10,1:36.210,1:35.937,,2008
17,22,1:36.640,1:36.079,,2008
17,3,1:36.434,1:36.210,,2008
17,14,1:36.731,,,2008
17,6,1:36.863,,,2008
17,18,1:37.053,,,2008
17,16,1:37.730,,,2008
17,21,1:37.739,,,2008
18,13,1:11.830,1:11.875,1:12.368,2008
18,15,1:12.226,1:12.107,1:12.737,2008
18,8,1:12.083,1:11.950,1:12.825,2008
18,1,1:12.213,1:11.856,1:12.830,2008
18,5,1:12.366,1:11.768,1:12.917,2008
18,4,1:12.214,1:12.090,1:12.967,2008
18,20,1:12.390,1:11.845,1:13.082,2008
18,2,1:12.371,1:12.026,1:13.297,2008
18,7,1:12.498,1:12.075,1:14.105,2008
18,10,1:12.223,1:11.909,1:14.230,2008
18,12,1:12.348,1:12.137,,2008
18,17,1:12.409,1:12.289,,2008
18,9,1:12.381,1:12.300,,2008
18,14,1:12.690,1:12.717,,2008
18,22,1:12.548,1:13.139,,2008
18,6,1:12.800,,,2008
18,18,1:12.810,,,2008
18,3,1:13.002,,,2008
18,21,1:13.426,,,2008
18,16,1:13.508,,,2008
1,8,1:26.644,1:25.644,1:26.072,2007
1,4,1:26.697,1:25.326,1:26.493,2007
1,2,1:26.895,1:25.358,1:26.556,2007
1,1,1:26.674,1:25.577,1:26.755,2007
1,9,1:26.696,1:25.882,1:27.347,2007
1,21,1:27.270,1:25.944,1:27.634,2007
1,17,1:26.978,1:26.623,1:27.934,2007
1,15,1:27.014,1:26.688,1:28.404,2007
1,23,1:27.328,1:26.739,1:28.692,2007
1,11,1:27.365,1:26.758,1:28.871,2007
1,19,1:26.986,1:26.909,,2007
1,3,1:27.596,1:26.914,,2007
1,5,1:27.529,1:26.964,,2007
1,18,1:27.540,1:27.264,,2007
1,25,1:27.479,1:27.393,,2007
1,13,1:26.712,,,2007
1,22,1:27.679,,,2007
1,26,1:28.305,,,2007
1,14,1:28.579,,,2007
1,24,1:29.267,,,2007
1,16,1:29.339,,,2007
1,27,1:31.932,,,2007
2,13,1:35.340,1:34.454,1:35.043,2007
2,4,1:34.942,1:34.057,1:35.310,2007
2,8,1:35.138,1:34.687,1:35.479,2007
2,1,1:35.028,1:34.650,1:36.045,2007
2,2,1:35.617,1:35.203,1:36.543,2007
2,3,1:35.755,1:35.380,1:36.829,2007
2,9,1:35.294,1:34.739,1:36.839,2007
2,15,1:35.666,1:35.255,1:36.902,2007
2,23,1:35.736,1:35.595,1:37.078,2007
2,17,1:35.727,1:35.579,1:37.345,2007
2,5,1:36.092,1:35.630,,2007
2,21,1:35.879,1:35.706,,2007
2,14,1:35.730,1:35.766,,2007
2,11,1:36.430,1:35.945,,2007
2,18,1:35.913,1:36.088,,2007
2,24,1:36.140,1:36.145,,2007
2,26,1:36.578,,,2007
2,19,1:36.816,,,2007
2,22,1:36.827,,,2007
2,25,1:37.326,,,2007
2,27,1:38.279,,,2007
2,16,1:38.415,,,2007
3,13,1:32.443,1:31.359,1:32.652,2007
3,1,1:32.580,1:31.752,1:32.935,2007
3,8,1:33.161,1:31.812,1:33.131,2007
3,4,1:33.049,1:32.214,1:33.192,2007
3,2,1:33.164,1:32.154,1:33.404,2007
3,9,1:33.348,1:32.292,1:33.710,2007
3,21,1:33.556,1:32.889,1:34.056,2007
3,17,1:33.496,1:32.808,1:34.106,2007
3,15,1:33.218,1:32.429,1:34.154,2007
3,3,1:33.349,1:32.815,1:34.399,2007
3,25,1:33.759,1:32.915,,2007
3,5,1:33.467,1:32.935,,2007
3,19,1:33.299,1:33.082,,2007
3,23,1:33.923,1:33.294,,2007
3,22,1:33.776,1:33.624,,2007
3,18,1:33.967,1:33.731,,2007
3,11,1:33.984,,,2007
3,24,1:34.024,,,2007
3,26,1:34.333,,,2007
3,16,1:35.280,,,2007
3,14,1:35.341,,,2007
3,27,1:35.533,,,2007
4,13,1:21.375,1:20.597,1:21.421,2007
4,4,1:21.609,1:20.797,1:21.451,2007
4,8,1:21.802,1:20.741,1:21.723,2007
4,1,1:21.120,1:20.713,1:21.785,2007
4,9,1:21.941,1:21.381,1:22.253,2007
4,15,1:22.501,1:21.554,1:22.324,2007
4,2,1:21.625,1:21.113,1:22.389,2007
4,5,1:21.790,1:21.623,1:22.568,2007
4,14,1:22.491,1:21.488,1:22.749,2007
4,21,1:22.064,1:21.677,1:22.881,2007
4,3,1:21.943,1:21.968,,2007
4,22,1:22.502,1:22.097,,2007
4,11,1:22.090,1:22.115,,2007
4,18,1:22.503,1:22.120,,2007
4,19,1:22.295,,,2007
4,24,1:22.508,,,2007
4,23,1:22.666,,,2007
4,25,1:22.769,,,2007
4,17,1:23.398,,,2007
4,16,1:23.811,,,2007
4,27,1:23.990,,,2007
4,26,,,,2007
5,4,1:16.059,1:15.431,1:15.726,2007
5,1,1:15.685,1:15.479,1:15.905,2007
5,13,1:16.786,1:16.034,1:15.967,2007
5,21,1:17.596,1:16.054,1:16.285,2007
5,3,1:16.870,1:16.100,1:16.439,2007
5,17,1:17.816,1:16.420,1:16.784,2007
5,2,1:17.385,1:15.733,1:16.832,2007
5,9,1:17.584,1:15.576,1:16.955,2007
5,22,1:17.244,1:16.454,1:17.498,2007
5,18,1:17.297,1:16.457,1:17.939,2007
5,25,1:17.874,1:16.662,,2007
5,24,1:16.720,1:16.703,,2007
5,14,1:17.204,1:16.319,,2007
5,15,1:17.686,1:16.988,,2007
5,5,1:17.836,1:17.125,,2007
5,8,1:16.251,,,2007
5,19,1:18.250,,,2007
5,26,1:18.390,,,2007
5,16,1:18.418,,,2007
5,23,1:18.539,,,2007
5,11,1:18.554,,,2007
5,27,,,,2007
6,1,1:16.576,1:15.486,1:15.707,2007
6,4,1:16.562,1:15.522,1:16.163,2007
6,2,1:17.006,1:15.960,1:16.266,2007
6,8,1:16.468,1:16.592,1:16.411,2007
6,13,1:16.756,1:16.138,1:16.570,2007
6,17,1:17.315,1:16.257,1:16.913,2007
6,3,1:17.016,1:16.190,1:16.919,2007
6,9,1:17.267,1:16.368,1:16.993,2007
6,21,1:16.805,1:16.288,1:17.229,2007
6,15,1:17.324,1:16.600,1:17.747,2007
6,11,1:17.490,1:16.743,,2007
6,24,1:17.541,1:16.760,,2007
6,22,1:17.011,1:17.116,,2007
6,14,1:17.436,1:17.304,,2007
6,18,1:17.522,1:17.541,,2007
6,26,1:17.433,1:17.571,,2007
6,19,1:17.542,,,2007
6,23,1:17.634,,,2007
6,25,1:18.089,,,2007
6,16,1:18.536,,,2007
6,27,1:19.196,,,2007
6,5,1:17.806,,,2007
7,1,1:12.563,1:12.065,1:12.331,2007
7,4,1:12.416,1:11.926,1:12.500,2007
7,13,1:12.731,1:12.180,1:12.703,2007
7,8,1:12.732,1:12.111,1:12.839,2007
7,2,1:12.543,1:12.188,1:12.847,2007
7,5,1:12.998,1:12.599,1:13.308,2007
7,20,1:12.711,1:12.644,1:13.513,2007
7,15,1:13.186,1:12.828,1:13.789,2007
7,17,1:13.425,1:12.788,1:13.871,2007
7,21,1:13.168,1:12.603,1:13.953,2007
7,14,1:13.424,1:12.873,,2007
7,23,1:12.851,1:12.920,,2007
7,18,1:13.306,1:12.998,,2007
7,3,1:13.128,1:13.060,,2007
7,22,1:13.203,1:13.201,,2007
7,19,1:13.164,1:13.259,,2007
7,25,1:13.441,,,2007
7,11,1:13.477,,,2007
7,24,1:13.484,,,2007
7,26,1:13.712,,,2007
7,16,1:14.122,,,2007
7,27,1:14.597,,,2007
8,13,1:15.303,1:14.822,1:15.034,2007
8,1,1:14.805,1:14.795,1:15.104,2007
8,8,1:14.872,1:14.828,1:15.257,2007
8,9,1:15.778,1:15.066,1:15.493,2007
8,21,1:16.047,1:15.227,1:15.674,2007
8,5,1:15.524,1:15.272,1:15.826,2007
8,2,1:15.783,1:15.149,1:15.900,2007
8,15,1:16.118,1:15.379,1:15.935,2007
8,3,1:16.092,1:15.331,1:16.328,2007
8,4,1:15.322,1:15.084,,2007
8,23,1:15.760,1:15.534,,2007
8,18,1:16.113,1:15.584,,2007
8,22,1:16.140,1:15.761,,2007
8,17,1:15.746,1:15.806,,2007
8,26,1:15.980,1:16.049,,2007
8,14,1:15.915,,,2007
8,24,1:16.142,,,2007
8,25,1:16.241,,,2007
8,19,1:16.366,,,2007
8,27,1:17.826,,,2007
8,16,1:17.915,,,2007
8,11,1:16.244,,,2007
9,1,1:19.885,1:19.400,1:19.997,2007
9,8,1:19.753,1:19.252,1:20.099,2007
9,4,1:19.330,1:19.152,1:20.147,2007
9,13,1:19.790,1:19.421,1:20.265,2007
9,9,1:20.294,1:20.054,1:20.401,2007
9,23,1:20.513,1:19.860,1:20.516,2007
9,5,1:20.570,1:20.077,1:20.721,2007
9,21,1:20.842,1:20.042,1:20.775,2007
9,2,1:20.534,1:20.178,1:20.894,2007
9,15,1:21.150,1:20.133,1:21.240,2007
9,17,1:20.583,1:20.235,,2007
9,14,1:21.154,1:20.329,,2007
9,25,1:20.830,1:20.350,,2007
9,22,1:21.169,1:20.364,,2007
9,26,1:20.834,1:20.515,,2007
9,24,1:21.160,1:20.823,,2007
9,3,1:21.219,,,2007
9,18,1:21.335,,,2007
9,19,1:21.448,,,2007
9,16,1:22.019,,,2007
9,11,1:22.045,,,2007
9,27,1:22.586,,,2007
10,8,1:31.522,1:31.237,1:31.450,2007
10,4,1:31.074,1:30.983,1:31.741,2007
10,13,1:31.447,1:30.912,1:31.778,2007
10,2,1:31.889,1:31.652,1:31.840,2007
10,9,1:31.961,1:31.444,1:32.123,2007
10,17,1:32.629,1:31.661,1:32.476,2007
10,5,1:32.594,1:31.783,1:32.478,2007
10,15,1:32.381,1:31.859,1:32.501,2007
10,23,1:32.446,1:31.843,1:32.570,2007
10,1,1:31.587,1:31.185,1:33.833,2007
10,3,1:32.117,1:31.978,,2007
10,25,1:32.173,1:31.996,,2007
10,21,1:32.378,1:32.010,,2007
10,22,1:32.674,1:32.221,,2007
10,19,1:32.793,1:32.451,,2007
10,11,1:32.678,1:32.838,,2007
10,18,1:32.983,,,2007
10,26,1:33.038,,,2007
10,24,1:33.148,,,2007
10,14,1:33.151,,,2007
10,16,1:34.500,,,2007
10,28,1:35.940,,,2007
11,4,1:20.425,1:19.661,1:19.674,2007
11,1,1:19.570,1:19.301,1:19.781,2007
11,2,1:20.751,1:20.322,1:20.259,2007
11,8,1:20.435,1:20.107,1:20.410,2007
11,3,1:20.547,1:20.188,1:20.632,2007
11,23,1:20.449,1:20.455,1:20.714,2007
11,9,1:20.366,1:20.703,1:20.876,2007
11,21,1:21.645,1:20.590,1:21.079,2007
11,15,1:20.481,1:19.951,1:21.206,2007
11,17,1:20.794,1:20.439,1:21.256,2007
11,14,1:21.291,1:20.718,,2007
11,5,1:20.285,1:20.779,,2007
11,25,1:21.243,1:20.865,,2007
11,13,1:20.408,1:21.021,,2007
11,19,1:21.018,1:21.127,,2007
11,24,1:21.730,1:21.993,,2007
11,18,1:21.737,,,2007
11,22,1:21.877,,,2007
11,11,1:22.143,,,2007
11,20,1:22.177,,,2007
11,16,1:22.737,,,2007
11,29,1:23.774,,,2007
12,13,1:27.488,1:27.039,1:27.329,2007
12,1,1:27.513,1:26.936,1:27.373,2007
12,8,1:27.294,1:26.902,1:27.546,2007
12,4,1:27.328,1:26.841,1:27.574,2007
12,9,1:27.997,1:27.253,1:27.722,2007
12,2,1:28.099,1:27.253,1:28.037,2007
12,5,1:28.127,1:27.039,1:28.491,2007
12,3,1:28.275,1:27.750,1:28.501,2007
12,15,1:28.318,1:27.801,1:28.740,2007
12,21,1:28.313,1:27.880,1:29.322,2007
12,19,1:28.304,1:28.002,,2007
12,17,1:28.500,1:28.013,,2007
12,14,1:28.395,1:28.100,,2007
12,25,1:28.360,1:28.390,,2007
12,24,1:28.798,,,2007
12,23,1:28.809,,,2007
12,11,1:28.953,,,2007
12,20,1:29.408,,,2007
12,16,1:29.861,,,2007
12,29,1:31.479,,,2007
12,18,1:28.373,1:28.220,,2007
12,22,1:28.792,1:28.188,,2007
13,4,1:21.718,1:21.356,1:21.997,2007
13,1,1:21.956,1:21.746,1:22.034,2007
13,13,1:22.309,1:21.993,1:22.549,2007
13,2,1:23.107,1:22.466,1:23.174,2007
13,8,1:22.673,1:22.369,1:23.183,2007
13,9,1:23.088,1:22.400,1:23.446,2007
13,5,1:23.505,1:23.134,1:24.102,2007
13,3,1:23.333,1:22.748,1:24.382,2007
13,15,1:23.724,1:23.107,1:24.555,2007
13,18,1:23.639,1:23.021,1:25.165,2007
13,17,1:23.575,1:23.166,,2007
13,22,1:23.474,1:23.176,,2007
13,25,1:23.739,1:23.209,,2007
13,19,1:23.646,1:23.274,,2007
13,21,1:23.559,1:23.325,,2007
13,20,1:23.578,1:23.351,,2007
13,11,1:23.749,,,2007
13,23,1:23.787,,,2007
13,24,1:23.886,,,2007
13,14,1:24.019,,,2007
13,16,1:24.699,,,2007
13,29,1:25.084,,,2007
14,8,1:46.242,1:45.070,1:45.994,2007
14,13,1:46.060,1:45.173,1:46.011,2007
14,4,1:46.058,1:45.442,1:46.091,2007
14,1,1:46.437,1:45.132,1:46.406,2007
14,3,1:46.950,1:46.469,1:47.334,2007
14,2,1:46.923,1:45.994,1:47.409,2007
14,17,1:47.084,1:46.426,1:47.524,2007
14,15,1:47.143,1:46.480,1:47.798,2007
14,5,1:46.971,1:46.240,1:48.505,2007
14,23,1:47.300,1:46.618,,2007
14,14,1:47.340,1:46.800,,2007
14,18,1:47.474,1:46.955,,2007
