round,driverId,q1,q2,q3,year
13,814,1:24.875,1:24.345,1:24.304,2012
13,30,1:25.302,1:24.675,1:24.540,2012
13,20,1:25.011,1:24.687,1:24.802,2012
13,3,1:24.689,1:24.515,1:24.833,2012
13,8,1:25.151,1:24.742,1:24.855,2012
13,155,1:25.317,1:24.683,1:25.109,2012
13,4,1:24.175,1:24.242,1:25.678,2012
13,17,1:25.556,1:24.809,,2012
13,813,1:25.103,1:24.820,,2012
13,815,1:25.300,1:24.901,,2012
13,811,1:25.135,1:25.042,,2012
13,817,1:25.728,1:25.312,,2012
13,816,1:25.834,1:25.408,,2012
13,818,1:25.649,1:25.441,,2012
13,5,1:26.382,,,2012
13,808,1:26.887,,,2012
13,10,1:27.039,,,2012
13,819,1:27.073,,,2012
13,39,1:27.441,,,2012
13,37,1:27.629,,,2012
14,1,1:48.285,1:46.665,1:46.362,2012
14,813,1:49.494,1:47.602,1:46.804,2012
14,20,1:48.240,1:46.791,1:46.905,2012
14,18,1:49.381,1:47.661,1:46.939,2012
14,4,1:49.391,1:47.567,1:47.216,2012
14,814,1:48.028,1:47.667,1:47.241,2012
14,17,1:48.717,1:47.513,1:47.475,2012
14,154,1:47.688,1:47.529,1:47.788,2012
14,30,1:49.546,1:47.823,,2012
14,3,1:49.463,1:47.943,,2012
14,807,1:49.547,1:47.975,,2012
14,8,1:48.169,1:48.261,,2012
14,13,1:49.767,1:48.344,,2012
14,815,1:49.055,1:48.505,,2012
14,817,1:49.023,1:48.774,,2012
14,818,1:49.564,1:48.849,,2012
14,811,1:49.809,,,2012
14,155,1:49.933,,,2012
14,808,1:50.846,,,2012
14,5,1:51.137,,,2012
14,10,1:51.370,,,2012
14,819,1:51.762,,,2012
14,39,1:52.372,,,2012
14,37,1:53.355,,,2012
15,20,1:32.608,1:31.501,1:30.839,2012
15,17,1:32.951,1:31.950,1:31.090,2012
15,18,1:33.077,1:31.772,1:31.290,2012
15,155,1:32.042,1:31.886,1:31.700,2012
15,154,1:32.029,1:31.988,1:31.898,2012
15,815,1:32.147,1:32.169,1:32.022,2012
15,4,1:32.459,1:31.833,1:32.114,2012
15,8,1:32.221,1:31.826,1:32.208,2012
15,1,1:33.061,1:32.121,1:32.327,2012
15,807,1:32.828,1:32.272,,2012
15,13,1:32.946,1:32.293,,2012
15,814,1:32.898,1:32.327,,2012
15,30,1:33.349,1:32.469,,2012
15,813,1:32.834,1:32.512,,2012
15,3,1:33.015,1:32.625,,2012
15,817,1:33.059,1:32.954,,2012
15,818,1:33.370,1:33.368,,2012
15,811,1:33.405,,,2012
15,5,1:34.657,,,2012
15,10,1:35.213,,,2012
15,37,1:35.385,,,2012
15,819,1:35.429,,,2012
15,808,1:35.432,,,2012
15,39,1:36.734,,,2012
16,17,1:38.397,1:38.220,1:37.242,2012
16,20,1:38.208,1:37.767,1:37.316,2012
16,1,1:39.180,1:38.000,1:37.469,2012
16,4,1:39.144,1:37.987,1:37.534,2012
16,8,1:38.887,1:38.227,1:37.625,2012
16,13,1:38.937,1:38.253,1:37.884,2012
16,154,1:38.863,1:38.275,1:37.934,2012
16,807,1:38.981,1:38.428,1:38.266,2012
16,3,1:38.999,1:38.417,1:38.361,2012
16,30,1:38.808,1:38.436,1:38.513,2012
16,18,1:38.615,1:38.441,,2012
16,815,1:38.630,1:38.460,,2012
16,155,1:38.719,1:38.594,,2012
16,814,1:38.942,1:38.643,,2012
16,813,1:39.024,1:38.725,,2012
16,817,1:38.784,1:39.084,,2012
16,818,1:38.744,1:39.340,,2012
16,811,1:39.443,,,2012
16,808,1:40.207,,,2012
16,5,1:40.333,,,2012
16,819,1:41.317,,,2012
16,10,1:41.371,,,2012
16,37,1:42.881,,,2012
17,20,1:26.387,1:25.435,1:25.283,2012
17,17,1:26.744,1:25.610,1:25.327,2012
17,1,1:26.516,1:25.816,1:25.544,2012
17,18,1:26.564,1:25.467,1:25.659,2012
17,4,1:26.829,1:25.834,1:25.773,2012
17,13,1:26.939,1:26.111,1:25.857,2012
17,8,1:26.740,1:26.101,1:26.236,2012
17,815,1:27.179,1:26.076,1:26.360,2012
17,813,1:26.048,1:25.983,1:26.713,2012
17,3,1:26.458,1:25.976,,2012
17,154,1:26.897,1:26.136,,2012
17,807,1:27.185,1:26.241,,2012
17,811,1:26.851,1:26.331,,2012
17,30,1:27.482,1:26.574,,2012
17,817,1:27.006,1:26.777,,2012
17,814,1:27.462,1:26.989,,2012
17,155,1:27.517,1:27.219,,2012
17,818,1:27.525,,,2012
17,808,1:28.756,,,2012
17,5,1:29.500,,,2012
17,10,1:29.613,,,2012
17,37,1:30.592,,,2012
17,39,1:30.593,,,2012
17,819,1:30.662,,,2012
18,1,1:41.497,1:40.901,1:40.630,2012
18,17,1:41.933,1:41.277,1:40.978,2012
18,20,1:42.160,1:41.511,1:41.073,2012
18,813,1:41.981,1:41.907,1:41.226,2012
18,8,1:42.222,1:41.532,1:41.260,2012
18,18,1:42.342,1:41.873,1:41.290,2012
18,4,1:41.939,1:41.514,1:41.582,2012
18,3,1:41.926,1:41.698,1:41.603,2012
18,13,1:41.974,1:41.846,1:41.723,2012
18,154,1:42.046,1:41.620,1:41.778,2012
18,807,1:42.579,1:42.019,,2012
18,815,1:42.624,1:42.084,,2012
18,814,1:42.572,1:42.218,,2012
18,30,1:42.735,1:42.289,,2012
18,811,1:43.298,1:42.330,,2012
18,155,1:43.582,1:42.606,,2012
18,817,1:43.280,1:42.765,,2012
18,818,1:44.058,,,2012
18,5,1:44.956,,,2012
18,819,1:45.089,,,2012
18,808,1:45.151,,,2012
18,10,1:45.426,,,2012
18,37,1:45.766,,,2012
18,39,1:46.382,,,2012
19,20,1:36.558,1:35.796,1:35.657,2012
19,1,1:37.058,1:36.795,1:35.766,2012
19,17,1:37.215,1:36.298,1:36.174,2012
19,154,1:37.486,1:36.906,1:36.587,2012
19,8,1:38.051,1:37.404,1:36.708,2012
19,30,1:37.927,1:37.102,1:36.794,2012
19,13,1:37.667,1:36.549,1:36.937,2012
19,807,1:37.756,1:37.066,1:37.141,2012
19,4,1:37.968,1:37.123,1:37.300,2012
19,813,1:37.537,1:37.011,1:37.842,2012
19,811,1:37.520,1:37.604,,2012
19,18,1:37.565,1:37.616,,2012
19,814,1:38.104,1:37.665,,2012
19,818,1:38.434,1:37.879,,2012
19,815,1:38.500,1:38.206,,2012
19,155,1:38.418,1:38.437,,2012
19,3,1:38.862,1:38.501,,2012
19,817,1:39.114,,,2012
19,10,1:40.056,,,2012
19,819,1:40.664,,,2012
19,808,1:40.809,,,2012
19,5,1:41.166,,,2012
19,37,1:42.011,,,2012
19,39,1:42.740,,,2012
20,1,1:15.075,1:13.398,1:12.458,2012
20,18,1:15.456,1:13.515,1:12.513,2012
20,17,1:16.180,1:13.667,1:12.581,2012
20,20,1:15.644,1:13.209,1:12.760,2012
20,13,1:16.263,1:14.048,1:12.987,2012
20,813,1:16.266,1:13.698,1:13.174,2012
20,807,1:15.536,1:13.704,1:13.206,2012
20,4,1:16.097,1:13.856,1:13.253,2012
20,8,1:16.432,1:13.698,1:13.298,2012
20,3,1:15.929,1:13.848,1:13.489,2012
20,814,1:15.901,1:14.121,,2012
20,811,1:15.333,1:14.219,,2012
20,815,1:15.974,1:14.234,,2012
20,30,1:16.005,1:14.334,,2012
20,155,1:16.400,1:14.380,,2012
20,817,1:16.744,1:14.574,,2012
20,818,1:16.722,1:14.619,,2012
20,154,1:16.967,,,2012
20,808,1:17.073,,,2012
20,5,1:17.086,,,2012
20,10,1:17.508,,,2012
20,819,1:18.104,,,2012
20,39,1:19.576,,,2012
20,37,1:19.699,,,2012
1,20,1:44.657,1:36.745,1:27.407,2013
1,17,1:44.472,1:36.524,1:27.827,2013
1,1,1:45.456,1:36.625,1:28.087,2013
1,13,1:44.635,1:36.666,1:28.490,2013
1,4,1:43.850,1:36.691,1:28.493,2013
1,3,1:43.380,1:36.194,1:28.523,2013
1,8,1:45.545,1:37.517,1:28.738,2013
1,154,1:44.284,1:37.641,1:29.013,2013
1,814,1:45.601,1:36.901,1:29.305,2013
1,18,1:44.688,1:36.644,1:30.357,2013
1,807,1:45.930,1:38.067,,2013
1,16,1:47.330,1:38.134,,2013
1,818,1:44.871,1:38.778,,2013
1,817,1:46.450,1:39.042,,2013
1,815,1:44.400,1:39.900,,2013
1,822,1:47.328,1:40.290,,2013
1,813,1:47.614,,,2013
1,821,1:47.776,,,2013
1,824,1:48.147,,,2013
1,820,1:48.909,,,2013
1,823,1:49.519,,,2013
1,819,1:50.626,,,2013
2,20,1:37.899,1:37.245,1:49.674,2013
2,13,1:37.712,1:36.874,1:50.587,2013
2,4,1:37.314,1:36.877,1:50.727,2013
2,1,1:37.513,1:36.517,1:51.699,2013
2,17,1:37.619,1:36.449,1:52.244,2013
2,3,1:37.239,1:36.190,1:52.519,2013
2,8,1:36.959,1:36.640,1:52.970,2013
2,18,1:37.487,1:37.117,1:53.175,2013
2,16,1:36.809,1:36.834,1:53.439,2013
2,815,1:37.702,1:37.342,1:54.136,2013
2,154,1:37.363,1:37.636,,2013
2,807,1:37.931,1:38.125,,2013
2,817,1:37.722,1:38.822,,2013
2,821,1:37.707,1:39.221,,2013
2,814,1:37.493,1:44.509,,2013
2,813,1:37.867,,,2013
2,818,1:38.157,,,2013
2,822,1:38.207,,,2013
2,824,1:38.434,,,2013
2,819,1:39.314,,,2013
2,820,1:39.672,,,2013
2,823,1:39.932,,,2013
3,1,1:35.793,1:35.078,1:34.484,2013
3,8,1:37.046,1:35.659,1:34.761,2013
3,4,1:36.253,1:35.148,1:34.788,2013
3,3,1:35.959,1:35.537,1:34.861,2013
3,13,1:35.972,1:35.403,1:34.933,2013
3,154,1:36.929,1:36.065,1:35.364,2013
3,817,1:36.993,1:36.258,1:35.998,2013
3,18,1:36.667,1:35.784,2:05.673,2013
3,20,1:36.537,1:35.343,,2013
3,807,1:36.985,1:36.261,,2013
3,814,1:37.478,1:36.287,,2013
3,815,1:36.952,1:36.314,,2013
3,16,1:37.349,1:36.405,,2013
3,17,1:36.148,1:36.679,,2013
3,813,1:37.281,1:37.139,,2013
3,818,1:37.508,1:37.199,,2013
3,822,1:37.769,,,2013
3,821,1:37.990,,,2013
3,824,1:38.780,,,2013
3,820,1:39.537,,,2013
3,819,1:39.614,,,2013
3,823,1:39.660,,,2013
4,3,1:33.364,1:32.867,1:32.330,2013
4,20,1:33.327,1:32.746,1:32.584,2013
4,4,1:32.878,1:33.316,1:32.667,2013
4,1,1:33.498,1:33.346,1:32.762,2013
4,17,1:33.966,1:33.098,1:33.078,2013
4,13,1:33.780,1:33.358,1:33.207,2013
4,814,1:33.762,1:33.335,1:33.235,2013
4,16,1:34.048,1:33.378,1:33.246,2013
4,8,1:33.827,1:33.146,1:33.327,2013
4,18,1:34.071,1:33.702,,2013
4,154,1:33.498,1:33.762,,2013
4,815,1:34.310,1:33.914,,2013
4,817,1:34.120,1:33.974,,2013
4,807,1:34.409,1:33.976,,2013
4,822,1:34.425,1:34.105,,2013
4,818,1:34.314,1:34.284,,2013
4,813,1:34.425,,,2013
4,821,1:34.730,,,2013
4,819,1:35.283,,,2013
4,824,1:36.178,,,2013
4,823,1:36.304,,,2013
4,820,1:36.476,,,2013
5,3,1:21.913,1:21.776,1:20.718,2013
5,1,1:21.728,1:21.001,1:20.972,2013
5,20,1:22.158,1:21.602,1:21.054,2013
5,8,1:22.210,1:21.676,1:21.177,2013
5,4,1:22.264,1:21.646,1:21.218,2013
5,13,1:22.492,1:21.978,1:21.219,2013
5,154,1:22.613,1:21.998,1:21.308,2013
5,17,1:22.342,1:21.718,1:21.570,2013
5,815,1:23.116,1:21.790,1:22.069,2013
5,814,1:22.663,1:22.019,1:22.233,2013
5,817,1:22.905,1:22.127,,2013
5,818,1:22.775,1:22.166,,2013
5,16,1:22.952,1:22.346,,2013
5,18,1:23.166,1:22.355,,2013
5,807,1:23.058,1:22.389,,2013
5,821,1:23.218,1:22.793,,2013
5,822,1:23.260,,,2013
5,813,1:23.318,,,2013
5,823,1:24.661,,,2013
5,824,1:24.713,,,2013
5,820,1:24.996,,,2013
5,819,1:25.070,,,2013
6,3,1:24.620,1:16.135,1:13.876,2013
6,1,1:23.779,1:16.265,1:13.967,2013
6,20,1:24.243,1:15.988,1:13.980,2013
6,17,1:25.352,1:17.322,1:14.181,2013
6,8,1:25.835,1:16.040,1:14.822,2013
6,4,1:23.712,1:16.510,1:14.824,2013
6,815,1:24.682,1:17.748,1:15.138,2013
6,16,1:25.108,1:17.261,1:15.383,2013
6,18,1:23.744,1:17.420,1:15.647,2013
6,818,1:23.699,1:17.623,1:15.703,2013
6,807,1:25.547,1:18.331,,2013
6,817,1:24.852,1:18.344,,2013
6,154,1:23.738,1:18.603,,2013
6,822,1:24.681,1:19.077,,2013
6,823,1:26.095,1:19.408,,2013
6,813,1:23.452,1:21.688,,2013
6,814,1:26.322,,,2013
6,819,1:26.633,,,2013
6,821,1:26.917,,,2013
6,820,1:27.303,,,2013
6,824,,,,2013
6,13,,,,2013
7,20,1:22.318,1:28.166,1:25.425,2013
7,1,1:23.801,1:27.649,1:25.512,2013
7,822,1:23.446,1:28.419,1:25.897,2013
7,3,1:23.840,1:28.420,1:26.008,2013
7,17,1:23.247,1:28.145,1:26.208,2013
7,4,1:23.224,1:28.788,1:26.504,2013
7,818,1:24.159,1:28.527,1:26.543,2013
7,16,1:24.551,1:28.799,1:27.348,2013
7,8,1:24.451,1:28.667,1:27.432,2013
7,817,1:24.770,1:29.359,1:27.946,2013
7,807,1:23.899,1:29.435,,2013
7,815,1:24.176,1:29.761,,2013
7,813,1:24.776,1:29.917,,2013
7,18,1:24.021,1:30.068,,2013
7,821,1:24.408,1:30.315,,2013
7,13,1:23.735,1:30.354,,2013
7,814,1:24.908,,,2013
7,819,1:25.626,,,2013
7,154,1:25.716,,,2013
7,824,1:26.508,,,2013
7,820,1:27.062,,,2013
7,823,1:27.110,,,2013
8,1,1:30.995,1:31.224,1:29.607,2013
8,3,1:31.355,1:31.028,1:30.059,2013
8,20,1:31.559,1:30.990,1:30.211,2013
8,17,1:31.605,1:31.002,1:30.220,2013
8,814,1:32.062,1:31.291,1:30.736,2013
8,817,1:32.097,1:31.182,1:30.757,2013
8,16,1:32.002,1:31.097,1:30.908,2013
8,154,1:31.466,1:31.530,1:30.955,2013
8,8,1:31.400,1:31.592,1:30.962,2013
8,4,1:32.266,1:31.387,1:30.979,2013
8,18,1:31.979,1:31.649,,2013
8,13,1:32.241,1:31.779,,2013
8,818,1:32.105,1:31.785,,2013
8,815,1:31.953,1:32.082,,2013
8,807,1:32.168,1:32.211,,2013
8,813,1:32.512,1:32.359,,2013
8,822,1:32.664,,,2013
8,821,1:32.666,,,2013
8,819,1:33.866,,,2013
8,824,1:34.108,,,2013
8,823,1:35.481,,,2013
8,820,1:35.858,,,2013
9,1,1:31.131,1:30.152,1:29.398,2013
9,20,1:31.269,1:29.992,1:29.501,2013
9,17,1:31.428,1:30.217,1:29.608,2013
9,8,1:30.676,1:29.852,1:29.892,2013
9,154,1:31.242,1:30.005,1:29.959,2013
9,817,1:31.081,1:30.223,1:30.528,2013
9,13,1:30.547,1:29.825,1:31.126,2013
9,4,1:30.709,1:29.962,1:31.209,2013
9,18,1:31.181,1:30.269,,2013
9,807,1:31.132,1:30.231,,2013
9,3,1:31.322,1:30.326,,2013
9,814,1:31.322,1:30.697,,2013
9,815,1:31.498,1:30.933,,2013
9,821,1:31.681,1:31.010,,2013
9,16,1:31.320,1:31.010,,2013
9,818,1:31.629,1:31.104,,2013
9,822,1:31.693,,,2013
9,813,1:31.707,,,2013
9,819,1:32.937,,,2013
9,824,1:33.063,,,2013
9,823,1:33.734,,,2013
9,820,1:34.098,,,2013
10,1,1:20.363,1:19.862,1:19.388,2013
10,20,1:20.646,1:19.992,1:19.426,2013
10,154,1:20.447,1:20.101,1:19.595,2013
10,3,1:20.350,1:19.778,1:19.720,2013
10,4,1:20.652,1:20.183,1:19.791,2013
10,8,1:20.867,1:20.243,1:19.851,2013
10,13,1:21.004,1:20.460,1:19.929,2013
10,817,1:21.181,1:20.527,1:20.641,2013
10,815,1:21.612,1:20.545,1:22.398,2013
10,17,1:21.264,1:20.503,,2013
10,16,1:21.471,1:20.569,,2013
10,807,1:21.028,1:20.580,,2013
10,18,1:21.131,1:20.777,,2013
10,818,1:21.345,1:21.029,,2013
10,813,1:20.816,1:21.133,,2013
10,822,1:21.135,1:21.219,,2013
10,821,1:21.724,,,2013
10,814,1:22.043,,,2013
10,819,1:23.007,,,2013
10,823,1:23.333,,,2013
10,824,1:23.787,,,2013
10,820,1:23.997,,,2013
11,1,2:00.368,1:49.067,2:01.012,2013
11,20,2:01.863,1:48.646,2:01.200,2013
11,17,2:01.597,1:48.641,2:01.325,2013
11,3,2:01.099,1:48.552,2:02.251,2013
11,814,2:02.338,1:48.925,2:02.332,2013
11,18,2:01.301,1:48.641,2:03.075,2013
11,154,2:02.476,1:48.649,2:03.081,2013
11,8,2:01.151,1:48.296,2:03.390,2013
11,4,2:00.190,1:48.309,2:03.482,2013
11,13,2:01.462,1:49.020,2:04.059,2013
11,807,2:01.712,1:49.088,,2013
11,16,2:02.749,1:49.103,,2013
11,815,2:02.425,1:49.304,,2013
11,823,2:00.564,1:52.036,,2013
11,824,2:02.110,1:52.563,,2013
11,820,2:02.948,1:52.762,,2013
11,813,2:03.072,,,2013
11,818,2:03.300,,,2013
11,817,2:03.317,,,2013
11,822,2:03.432,,,2013
11,821,2:04.324,,,2013
11,819,2:07.384,,,2013
12,20,1:24.319,1:23.977,1:23.755,2013
12,17,1:24.923,1:24.263,1:23.968,2013
12,807,1:24.776,1:24.305,1:24.065,2013
12,13,1:24.950,1:24.479,1:24.132,2013
12,4,1:24.661,1:24.227,1:24.142,2013
12,3,1:24.527,1:24.393,1:24.192,2013
12,817,1:24.655,1:24.290,1:24.209,2013
12,815,1:24.635,1:24.592,1:24.502,2013
12,18,1:24.739,1:24.563,1:24.515,2013
12,818,1:24.630,1:24.575,1:28.050,2013
12,8,1:24.819,1:24.610,,2013
12,1,1:24.589,1:24.803,,2013
12,154,1:24.737,1:24.848,,2013
12,16,1:25.030,1:24.932,,2013
12,813,1:24.905,1:25.011,,2013
12,814,1:25.009,1:25.077,,2013
12,821,1:25.226,,,2013
12,822,1:25.291,,,2013
12,823,1:26.406,,,2013
12,819,1:26.563,,,2013
12,824,1:27.085,,,2013
12,820,1:27.480,,,2013
13,20,1:45.376,1:42.905,1:42.841,2013
13,3,1:45.208,1:43.892,1:42.932,2013
13,154,1:45.851,1:43.957,1:43.058,2013
13,17,1:45.271,1:43.272,1:43.152,2013
13,1,1:44.196,1:43.920,1:43.254,2013
13,13,1:45.658,1:44.376,1:43.890,2013
13,4,1:45.115,1:44.153,1:43.938,2013
13,18,1:45.009,1:44.497,1:44.282,2013
13,817,1:45.379,1:44.407,1:44.439,2013
13,821,1:45.483,1:44.245,,2013
13,807,1:45.381,1:44.555,,2013
13,818,1:45.657,1:44.588,,2013
13,8,1:45.522,1:44.658,,2013
13,815,1:45.164,1:44.752,,2013
13,16,1:45.960,1:45.185,,2013
13,822,1:45.982,1:45.388,,2013
13,814,1:46.121,,,2013
13,813,1:46.619,,,2013
13,819,1:48.111,,,2013
13,823,1:48.320,,,2013
13,824,1:48.830,,,2013
13,820,1:48.930,,,2013
14,20,1:38.683,1:37.569,1:37.202,2013
14,1,1:38.574,1:37.824,1:37.420,2013
14,17,1:39.138,1:37.840,1:37.464,2013
14,154,1:39.065,1:38.076,1:37.531,2013
14,3,1:38.418,1:38.031,1:37.679,2013
14,4,1:38.520,1:37.978,1:38.038,2013
14,13,1:38.884,1:38.295,1:38.223,2013
14,807,1:38.427,1:37.913,1:38.237,2013
14,821,1:38.725,1:38.327,1:38.405,2013
14,8,1:38.341,1:38.181,1:38.822,2013
14,815,1:39.049,1:38.362,,2013
14,18,1:38.882,1:38.365,,2013
14,817,1:38.525,1:38.417,,2013
14,16,1:38.988,1:38.431,,2013
14,814,1:39.185,1:38.718,,2013
14,818,1:39.075,1:38.781,,2013
14,822,1:39.470,,,2013
14,813,1:39.987,,,2013
14,819,1:40.864,,,2013
14,823,1:40.871,,,2013
14,824,1:41.169,,,2013
14,820,1:41.322,,,2013
15,17,1:32.271,1:31.513,1:30.915,2013
15,20,1:32.397,1:31.290,1:31.089,2013
15,1,1:32.340,1:31.636,1:31.253,2013
15,154,1:31.824,1:31.565,1:31.365,2013
15,13,1:31.994,1:31.668,1:31.378,2013
15,3,1:32.244,1:31.764,1:31.397,2013
15,807,1:32.465,1:31.848,1:31.644,2013
15,4,1:32.371,1:31.828,1:31.665,2013
15,8,1:32.377,1:31.662,1:31.684,2013
15,18,1:32.606,1:31.838,1:31.827,2013
15,815,1:32.718,1:31.989,,2013
15,814,1:32.286,1:31.992,,2013
15,822,1:32.613,1:32.013,,2013
15,821,1:32.673,1:32.063,,2013
15,813,1:32.875,1:32.093,,2013
15,817,1:32.804,1:32.485,,2013
15,16,1:32.890,,,2013
15,818,1:33.357,,,2013
15,820,1:34.320,,,2013
15,819,1:34.556,,,2013
15,823,1:34.879,,,2013
15,824,1:34.958,,,2013
16,20,1:25.943,1:24.568,1:24.119,2013
16,3,1:25.833,1:25.304,1:24.871,2013
16,1,1:25.802,1:25.259,1:24.941,2013
16,17,1:25.665,1:25.097,1:25.047,2013
16,13,1:25.793,1:25.389,1:25.201,2013
16,8,1:25.819,1:25.191,1:25.248,2013
16,807,1:25.883,1:25.339,1:25.334,2013
16,4,1:25.934,1:24.885,1:25.826,2013
16,815,1:26.107,1:25.365,1:26.153,2013
16,18,1:25.574,1:25.458,1:26.487,2013
16,817,1:25.673,1:25.519,,2013
16,814,1:25.908,1:25.711,,2013
16,16,1:26.164,1:25.740,,2013
16,818,1:26.155,1:25.798,,2013
16,822,1:26.178,1:26.134,,2013
16,821,1:26.057,1:26.366,,2013
16,154,1:26.577,,,2013
16,813,1:26.842,,,2013
16,824,1:26.970,,,2013
16,823,1:27.105,,,2013
16,819,1:27.487,,,2013
16,820,1:28.138,,,2013
17,17,1:41.568,1:40.575,1:39.957,2013
17,20,1:41.683,1:40.781,1:40.075,2013
17,3,1:41.420,1:40.473,1:40.419,2013
17,1,1:40.693,1:40.477,1:40.501,2013
17,8,1:41.276,1:40.971,1:40.542,2013
17,807,1:41.631,1:40.931,1:40.576,2013
17,154,1:41.447,1:40.948,1:40.997,2013
17,13,1:41.254,1:40.989,1:41.015,2013
17,815,1:41.687,1:40.812,1:41.068,2013
17,817,1:41.884,1:40.852,1:41.111,2013
17,4,1:41.397,1:41.093,,2013
17,814,1:41.676,1:41.133,,2013
17,18,1:41.817,1:41.200,,2013
17,818,1:41.692,1:41.279,,2013
17,813,1:41.365,1:41.395,,2013
17,822,1:41.862,1:41.447,,2013
17,821,1:41.999,,,2013
17,16,1:42.051,,,2013
17,823,1:43.252,,,2013
17,824,1:43.398,,,2013
17,819,1:43.528,,,2013
17,820,1:44.198,,,2013
18,20,1:38.516,1:37.065,1:36.338,2013
18,17,1:38.161,1:37.312,1:36.441,2013
18,154,1:38.676,1:37.523,1:37.155,2013
18,807,1:38.339,1:37.828,1:37.296,2013
18,1,1:37.959,1:37.854,1:37.345,2013
18,4,1:38.929,1:37.368,1:37.376,2013
18,815,1:38.367,1:38.040,1:37.452,2013
18,5,1:38.375,1:38.078,1:37.715,2013
18,822,1:37.821,1:37.439,1:37.836,2013
18,821,1:38.082,1:38.031,1:38.034,2013
18,817,1:38.882,1:38.131,,2013
18,814,1:38.894,1:38.139,,2013
18,18,1:38.588,1:38.217,,2013
18,3,1:38.743,1:38.364,,2013
18,13,1:39.094,1:38.592,,2013
18,818,1:38.880,1:38.696,,2013
18,16,1:39.250,,,2013
18,813,1:39.351,,,2013
18,823,1:40.491,,,2013
18,824,1:40.528,,,2013
18,819,1:40.596,,,2013
18,820,1:41.401,,,2013
19,20,1:25.381,1:26.420,1:26.479,2013
19,3,1:25.556,1:26.626,1:27.102,2013
19,4,1:26.656,1:26.590,1:27.539,2013
19,17,1:26.689,1:26.963,1:27.572,2013
19,1,1:25.342,1:26.698,1:27.677,2013
19,154,1:26.453,1:26.161,1:27.737,2013
19,817,1:27.209,1:27.078,1:28.052,2013
19,818,1:27.124,1:27.363,1:28.081,2013
19,13,1:26.817,1:27.049,1:28.109,2013
19,807,1:26.071,1:27.441,1:29.582,2013
19,5,1:26.266,1:27.456,,2013
19,814,1:26.275,1:27.798,,2013
19,822,1:26.790,1:27.954,,2013
19,815,1:26.741,1:28.269,,2013
19,18,1:26.398,1:28.308,,2013
19,16,1:26.874,1:28.586,,2013
19,813,1:27.367,,,2013
19,821,1:27.455,,,2013
19,819,1:27.843,,,2013
19,823,1:28.320,,,2013
19,824,1:28.366,,,2013
19,820,1:28.950,,,2013
1,1,1:31.699,1:42.890,1:44.231,2014
1,817,1:30.775,1:42.295,1:44.548,2014
1,3,1:32.564,1:42.264,1:44.595,2014
1,825,1:30.949,1:43.247,1:45.745,2014
1,4,1:31.388,1:42.805,1:45.819,2014
1,818,1:33.488,1:43.849,1:45.864,2014
1,807,1:33.893,1:43.658,1:46.030,2014
1,826,1:33.777,1:44.331,1:47.368,2014
1,13,1:31.228,1:44.242,1:48.079,2014
1,822,1:31.601,1:43.852,1:48.147,2014
1,18,1:31.396,1:44.437,,2014
1,8,1:32.439,1:44.494,,2014
1,20,1:31.931,1:44.688,,2014
1,16,1:33.673,1:45.655,,2014
1,155,1:34.274,1:45.867,,2014
1,815,1:34.141,1:47.293,,2014
1,820,1:34.293,,,2014
1,824,1:34.794,,,2014
1,821,1:35.117,,,2014
1,828,1:35.157,,,2014
1,154,1:36.993,,,2014
1,813,,,,2014
2,1,1:57.202,1:59.041,1:59.431,2014
2,20,1:57.654,1:59.399,1:59.486,2014
2,3,1:57.183,1:59.445,2:00.050,2014
2,4,1:58.889,2:01.356,2:00.175,2014
2,817,1:58.913,2:00.147,2:00.541,2014
2,8,1:59.257,2:01.532,2:01.218,2014
2,807,1:58.883,2:00.839,2:01.712,2014
2,825,2:00.356,2:02.094,2:02.213,2014
2,818,2:01.689,2:02.096,2:03.078,2014
2,18,2:00.889,2:01.810,2:04.053,2014
2,826,2:01.175,2:02.351,,2014
2,821,2:01.134,2:02.369,,2014
2,13,2:00.047,2:02.460,,2014
2,815,2:00.076,2:02.511,,2014
2,822,1:59.709,2:02.756,,2014
2,154,2:00.202,2:02.885,,2014
2,813,2:02.074,,,2014
2,16,2:02.131,,,2014
2,824,2:02.702,,,2014
2,155,2:03.595,,,2014
2,820,2:04.388,,,2014
2,828,2:04.407,,,2014
3,3,1:35.439,1:33.708,1:33.185,2014
3,1,1:35.323,1:33.872,1:33.464,2014
3,817,1:36.220,1:34.592,1:34.051,2014
3,822,1:34.934,1:34.842,1:34.247,2014
3,815,1:34.998,1:34.747,1:34.346,2014
3,8,1:35.234,1:34.925,1:34.368,2014
3,18,1:35.699,1:34.714,1:34.387,2014
3,13,1:35.085,1:34.842,1:34.511,2014
3,825,1:35.288,1:34.904,1:34.712,2014
3,4,1:35.251,1:34.723,1:34.992,2014
3,20,1:35.549,1:34.985,,2014
3,807,1:34.874,1:35.116,,2014
3,826,1:35.395,1:35.145,,2014
3,818,1:35.815,1:35.286,,2014
3,821,1:36.567,1:35.891,,2014
3,154,1:36.654,1:35.908,,2014
3,813,1:36.663,,,2014
3,16,1:36.840,,,2014
3,155,1:37.085,,,2014
3,824,1:37.310,,,2014
3,828,1:37.875,,,2014
3,820,1:37.913,,,2014
13,20,1:24.002,1:22.914,1:22.275,2011
13,1,1:23.976,1:23.172,1:22.725,2011
13,18,1:24.013,1:23.031,1:22.777,2011
