resultId,year,round,driverId,positionText,milliseconds,laps,fastestLapTime,fastestLap,statusId
2714,2001,8,8,4,5739638,69,0,0,1
2715,2001,8,55,5,5741957,69,0,0,1
2716,2001,8,37,6,0,68,0,0,11
2717,2001,8,41,7,0,68,0,0,11
2718,2001,8,54,8,0,68,0,0,11
2719,2001,8,58,9,0,66,0,0,13
2720,2001,8,50,10,0,65,0,0,23
2721,2001,8,15,11,0,63,0,0,23
2722,2001,8,14,R,0,54,0,0,5
2723,2001,8,44,R,0,38,0,0,23
2724,2001,8,35,R,0,34,0,0,86
2725,2001,8,59,R,0,24,0,0,5
2726,2001,8,31,R,0,19,0,0,3
2727,2001,8,22,R,0,19,0,0,20
2728,2001,8,18,R,0,17,0,0,44
2729,2001,8,4,R,0,7,0,0,7
2730,2001,8,2,R,0,1,0,0,4
2731,2001,8,56,R,0,1,0,0,4
2732,2001,8,21,R,0,0,0,0,4
2733,2001,9,30,1,5382724,67,0,0,1
2734,2001,9,31,2,5386851,67,0,0,1
2735,2001,9,14,3,5407717,67,0,0,1
2736,2001,9,23,4,5416069,67,0,0,1
2737,2001,9,22,5,5428219,67,0,0,1
2738,2001,9,57,6,5447592,67,0,0,1
2739,2001,9,56,7,5448922,67,0,0,1
2740,2001,9,37,8,0,66,0,0,11
2741,2001,9,35,9,0,66,0,0,11
2742,2001,9,8,10,0,66,0,0,11
2743,2001,9,21,11,0,66,0,0,11
2744,2001,9,54,12,0,65,0,0,12
2745,2001,9,18,13,0,65,0,0,12
2746,2001,9,4,14,0,65,0,0,12
2747,2001,9,55,15,0,64,0,0,20
2748,2001,9,50,R,0,58,0,0,5
2749,2001,9,2,R,0,54,0,0,30
2750,2001,9,49,R,0,48,0,0,20
2751,2001,9,15,R,0,44,0,0,7
2752,2001,9,59,R,0,29,0,0,6
2753,2001,9,44,R,0,23,0,0,10
2754,2001,9,58,R,0,7,0,0,10
2755,2001,10,30,1,5615636,72,0,0,1
2756,2001,10,23,2,5626035,72,0,0,1
2757,2001,10,22,3,5632017,72,0,0,1
2758,2001,10,14,4,5632742,72,0,0,1
2759,2001,10,15,5,5683921,72,0,0,1
2760,2001,10,2,6,0,71,0,0,11
2761,2001,10,8,7,0,71,0,0,11
2762,2001,10,49,8,0,71,0,0,11
2763,2001,10,44,9,0,71,0,0,11
2764,2001,10,54,10,0,71,0,0,11
2765,2001,10,21,11,0,71,0,0,11
2766,2001,10,55,12,0,70,0,0,12
2767,2001,10,50,13,0,70,0,0,12
2768,2001,10,37,14,0,70,0,0,12
2769,2001,10,58,15,0,69,0,0,13
2770,2001,10,18,16,0,68,0,0,32
2771,2001,10,4,17,0,65,0,0,5
2772,2001,10,56,R,0,54,0,0,5
2773,2001,10,31,R,0,52,0,0,5
2774,2001,10,59,R,0,17,0,0,5
2775,2001,10,35,R,0,5,0,0,5
2776,2001,10,57,W,0,0,0,0,6
2777,2001,11,57,1,5133770,60,0,0,1
2778,2001,11,30,2,5167416,60,0,0,1
2779,2001,11,22,3,5193051,60,0,0,1
2780,2001,11,31,4,5202542,60,0,0,1
2781,2001,11,8,5,0,59,0,0,11
2782,2001,11,2,6,0,59,0,0,11
2783,2001,11,49,7,0,59,0,0,11
2784,2001,11,35,8,0,59,0,0,11
2785,2001,11,56,9,0,59,0,0,11
2786,2001,11,50,10,0,58,0,0,12
2787,2001,11,55,11,0,58,0,0,12
2788,2001,11,37,12,0,58,0,0,12
2789,2001,11,21,13,0,58,0,0,12
2790,2001,11,59,14,0,58,0,0,12
2791,2001,11,18,15,0,58,0,0,12
2792,2001,11,4,16,0,57,0,0,13
2793,2001,11,23,R,0,36,0,0,5
2794,2001,11,54,R,0,6,0,0,5
2795,2001,11,14,R,0,2,0,0,22
2796,2001,11,15,R,0,0,0,0,4
2797,2001,11,44,R,0,0,0,0,4
2798,2001,11,58,F,0,0,0,0,77
2799,2001,12,23,1,4697873,45,0,0,1
2800,2001,12,22,2,4743990,45,0,0,1
2801,2001,12,35,3,4760679,45,0,0,1
2802,2001,12,21,4,4761350,45,0,0,1
2803,2001,12,18,5,4763327,45,0,0,1
2804,2001,12,55,6,4763823,45,0,0,1
2805,2001,12,44,7,4775400,45,0,0,1
2806,2001,12,59,8,0,44,0,0,11
2807,2001,12,50,9,0,44,0,0,11
2808,2001,12,4,10,0,44,0,0,11
2809,2001,12,15,R,0,34,0,0,9
2810,2001,12,14,R,0,27,0,0,5
2811,2001,12,58,R,0,26,0,0,6
2812,2001,12,31,R,0,24,0,0,5
2813,2001,12,30,R,0,23,0,0,32
2814,2001,12,54,R,0,23,0,0,20
2815,2001,12,8,R,0,16,0,0,86
2816,2001,12,56,R,0,16,0,0,32
2817,2001,12,57,R,0,13,0,0,5
2818,2001,12,41,R,0,7,0,0,4
2819,2001,12,2,R,0,0,0,0,4
2820,2001,12,37,R,0,0,0,0,4
2821,2001,13,30,1,6109675,77,0,0,1
2822,2001,13,22,2,6113038,77,0,0,1
2823,2001,13,14,3,6113615,77,0,0,1
2824,2001,13,23,4,6159362,77,0,0,1
2825,2001,13,57,5,6179968,77,0,0,1
2826,2001,13,2,6,0,76,0,0,11
2827,2001,13,8,7,0,76,0,0,11
2828,2001,13,31,8,0,76,0,0,11
2829,2001,13,35,9,0,75,0,0,12
2830,2001,13,55,10,0,75,0,0,12
2831,2001,13,37,11,0,75,0,0,12
2832,2001,13,50,12,0,74,0,0,13
2833,2001,13,21,R,0,67,0,0,5
2834,2001,13,49,R,0,63,0,0,20
2835,2001,13,58,R,0,63,0,0,51
2836,2001,13,44,R,0,58,0,0,10
2837,2001,13,15,R,0,53,0,0,9
2838,2001,13,4,R,0,37,0,0,23
2839,2001,13,18,R,0,34,0,0,20
2840,2001,13,59,R,0,11,0,0,20
2841,2001,13,54,R,0,8,0,0,20
2842,2001,13,56,R,0,0,0,0,20
2843,2001,14,30,1,4085002,36,0,0,1
2844,2001,14,14,2,4095100,36,0,0,1
2845,2001,14,21,3,4112744,36,0,0,1
2846,2001,14,57,4,4121089,36,0,0,1
2847,2001,14,22,5,4139523,36,0,0,1
2848,2001,14,55,6,4144686,36,0,0,1
2849,2001,14,23,7,4144988,36,0,0,1
2850,2001,14,35,8,4149972,36,0,0,1
2851,2001,14,49,9,0,35,0,0,11
2852,2001,14,50,10,0,35,0,0,11
2853,2001,14,44,11,0,35,0,0,11
2854,2001,14,59,12,0,35,0,0,11
2855,2001,14,58,13,0,31,0,0,15
2856,2001,14,15,R,0,31,0,0,5
2857,2001,14,18,R,0,17,0,0,20
2858,2001,14,31,R,0,1,0,0,5
2859,2001,14,37,R,0,1,0,0,4
2860,2001,14,2,R,0,0,0,0,4
2861,2001,14,8,R,0,0,0,0,7
2862,2001,14,56,R,0,0,0,0,4
2863,2001,14,54,R,0,0,0,0,4
2864,2001,14,4,R,0,0,0,0,6
2865,2001,15,31,1,4618493,53,0,0,1
2866,2001,15,22,2,4623668,53,0,0,1
2867,2001,15,23,3,4635828,53,0,0,1
2868,2001,15,30,4,4643484,53,0,0,1
2869,2001,15,37,5,4693477,53,0,0,1
2870,2001,15,35,6,4700962,53,0,0,1
2871,2001,15,8,7,4701600,53,0,0,1
2872,2001,15,55,8,0,52,0,0,11
2873,2001,15,44,9,0,52,0,0,11
2874,2001,15,21,10,0,52,0,0,11
2875,2001,15,2,11,0,52,0,0,11
2876,2001,15,61,12,0,52,0,0,11
2877,2001,15,4,13,0,51,0,0,12
2878,2001,15,59,R,0,46,0,0,87
2879,2001,15,62,R,0,44,0,0,20
2880,2001,15,49,R,0,28,0,0,6
2881,2001,15,50,R,0,25,0,0,32
2882,2001,15,57,R,0,19,0,0,6
2883,2001,15,56,R,0,14,0,0,5
2884,2001,15,14,R,0,6,0,0,5
2885,2001,15,18,R,0,4,0,0,5
2886,2001,15,15,R,0,0,0,0,4
2887,2001,16,57,1,5562840,73,0,0,1
2888,2001,16,30,2,5573886,73,0,0,1
2889,2001,16,14,3,5574883,73,0,0,1
2890,2001,16,15,4,5620263,73,0,0,1
2891,2001,16,56,5,5635274,73,0,0,1
2892,2001,16,2,6,5635836,73,0,0,1
2893,2001,16,55,7,0,72,0,0,11
2894,2001,16,21,8,0,72,0,0,11
2895,2001,16,18,9,0,72,0,0,11
2896,2001,16,49,10,0,72,0,0,11
2897,2001,16,44,11,0,72,0,0,11
2898,2001,16,37,12,0,72,0,0,11
2899,2001,16,59,13,0,72,0,0,11
2900,2001,16,61,14,0,72,0,0,11
2901,2001,16,22,15,0,71,0,0,5
2902,2001,16,35,R,0,45,0,0,22
2903,2001,16,50,R,0,44,0,0,5
2904,2001,16,31,R,0,38,0,0,9
2905,2001,16,62,R,0,38,0,0,6
2906,2001,16,23,R,0,36,0,0,20
2907,2001,16,4,R,0,36,0,0,30
2908,2001,16,8,R,0,2,0,0,30
2909,2001,17,30,1,5253298,53,0,0,1
2910,2001,17,31,2,5256452,53,0,0,1
2911,2001,17,14,3,5276560,53,0,0,1
2912,2001,17,57,4,5288837,53,0,0,1
2913,2001,17,22,5,5289842,53,0,0,1
2914,2001,17,23,6,5290420,53,0,0,1
2915,2001,17,18,7,5350400,53,0,0,1
2916,2001,17,15,8,0,52,0,0,11
2917,2001,17,2,9,0,52,0,0,11
2918,2001,17,35,10,0,52,0,0,11
2919,2001,17,4,11,0,52,0,0,11
2920,2001,17,49,12,0,52,0,0,11
2921,2001,17,44,13,0,51,0,0,12
2922,2001,17,59,14,0,51,0,0,12
2923,2001,17,50,15,0,51,0,0,12
2924,2001,17,62,16,0,50,0,0,13
2925,2001,17,21,17,0,47,0,0,6
2926,2001,17,37,R,0,45,0,0,44
2927,2001,17,61,R,0,42,0,0,23
2928,2001,17,56,R,0,24,0,0,71
2929,2001,17,8,R,0,5,0,0,4
2930,2001,17,55,R,0,5,0,0,4
2931,2000,1,30,1,5641987,58,0,0,1
2932,2000,1,22,2,5653402,58,0,0,1
2933,2000,1,23,3,5661996,58,0,0,1
2934,2000,1,35,4,5686434,58,0,0,1
2935,2000,1,21,5,5687152,58,0,0,1
2936,2000,1,41,6,5688455,58,0,0,1
2937,2000,1,25,7,5688902,58,0,0,1
2938,2000,1,48,8,0,57,0,0,11
2939,2000,1,2,9,0,56,0,0,12
2940,2000,1,63,D,0,58,0,0,2
2941,2000,1,18,R,0,46,0,0,5
2942,2000,1,64,R,0,41,0,0,7
2943,2000,1,60,R,0,40,0,0,6
2944,2000,1,49,R,0,39,0,0,9
2945,2000,1,15,R,0,35,0,0,5
2946,2000,1,55,R,0,27,0,0,9
2947,2000,1,57,R,0,18,0,0,5
2948,2000,1,50,R,0,16,0,0,22
2949,2000,1,14,R,0,11,0,0,5
2950,2000,1,37,R,0,6,0,0,22
2951,2000,1,56,R,0,6,0,0,20
2952,2000,1,65,R,0,1,0,0,8
2953,2000,2,30,1,5495271,71,0,0,1
2954,2000,2,21,2,5535169,71,0,0,1
2955,2000,2,49,3,5537539,71,0,0,1
2956,2000,2,15,4,5568051,71,0,0,1
2957,2000,2,23,5,0,70,0,0,11
2958,2000,2,18,6,0,70,0,0,11
2959,2000,2,50,7,0,70,0,0,11
2960,2000,2,37,8,0,70,0,0,11
2961,2000,2,41,9,0,69,0,0,12
2962,2000,2,60,10,0,69,0,0,12
2963,2000,2,14,D,0,71,0,0,2
2964,2000,2,65,R,0,51,0,0,6
2965,2000,2,48,R,0,31,0,0,5
2966,2000,2,57,R,0,30,0,0,51
2967,2000,2,22,R,0,27,0,0,9
2968,2000,2,56,R,0,20,0,0,20
2969,2000,2,35,R,0,16,0,0,6
2970,2000,2,55,R,0,11,0,0,10
2971,2000,2,2,R,0,9,0,0,5
2972,2000,2,25,R,0,6,0,0,5
2973,2000,2,64,W,0,0,0,0,89
2974,2000,2,63,W,0,0,0,0,89
2975,2000,3,30,1,5499776,62,0,0,1
2976,2000,3,57,2,5500944,62,0,0,1
2977,2000,3,14,3,5550784,62,0,0,1
2978,2000,3,22,4,5589052,62,0,0,1
2979,2000,3,35,5,0,61,0,0,11
2980,2000,3,63,6,0,61,0,0,11
2981,2000,3,56,7,0,61,0,0,11
2982,2000,3,64,8,0,61,0,0,11
2983,2000,3,25,9,0,61,0,0,11
2984,2000,3,65,10,0,61,0,0,11
2985,2000,3,21,11,0,61,0,0,11
2986,2000,3,41,12,0,61,0,0,11
2987,2000,3,60,13,0,60,0,0,12
2988,2000,3,50,14,0,59,0,0,13
2989,2000,3,15,15,0,58,0,0,6
2990,2000,3,37,R,0,49,0,0,20
2991,2000,3,23,R,0,45,0,0,69
2992,2000,3,55,R,0,25,0,0,9
2993,2000,3,2,R,0,22,0,0,9
2994,2000,3,18,R,0,5,0,0,5
2995,2000,3,48,R,0,5,0,0,20
2996,2000,3,49,R,0,4,0,0,6
2997,2000,4,14,1,5330108,60,0,0,1
2998,2000,4,57,2,5331585,60,0,0,1
2999,2000,4,30,3,5350025,60,0,0,1
3000,2000,4,23,4,5371420,60,0,0,1
3001,2000,4,18,5,5387867,60,0,0,1
3002,2000,4,15,6,5409381,60,0,0,1
3003,2000,4,21,7,0,59,0,0,11
3004,2000,4,63,8,0,59,0,0,11
3005,2000,4,25,9,0,59,0,0,11
3006,2000,4,55,10,0,59,0,0,11
3007,2000,4,64,11,0,59,0,0,11
3008,2000,4,65,12,0,59,0,0,11
3009,2000,4,56,13,0,59,0,0,11
3010,2000,4,48,14,0,59,0,0,11
3011,2000,4,60,15,0,59,0,0,11
3012,2000,4,35,16,0,56,0,0,14
3013,2000,4,49,17,0,54,0,0,16
3014,2000,4,2,R,0,51,0,0,5
3015,2000,4,41,R,0,36,0,0,20
3016,2000,4,22,R,0,35,0,0,9
3017,2000,4,37,R,0,26,0,0,10
3018,2000,4,50,R,0,20,0,0,10
3019,2000,5,57,1,5635390,65,0,0,1
3020,2000,5,14,2,5651456,65,0,0,1
3021,2000,5,22,3,5664502,65,0,0,1
3022,2000,5,23,4,5672701,65,0,0,1
3023,2000,5,30,5,5683373,65,0,0,1
3024,2000,5,49,6,5717315,65,0,0,1
3025,2000,5,63,7,0,64,0,0,11
3026,2000,5,41,8,0,64,0,0,11
3027,2000,5,21,9,0,64,0,0,11
3028,2000,5,25,10,0,64,0,0,11
3029,2000,5,56,11,0,64,0,0,11
3030,2000,5,15,12,0,64,0,0,11
3031,2000,5,65,13,0,64,0,0,11
3032,2000,5,48,14,0,63,0,0,12
3033,2000,5,60,15,0,63,0,0,12
3034,2000,5,2,16,0,62,0,0,13
3035,2000,5,18,17,0,61,0,0,5
3036,2000,5,50,R,0,25,0,0,6
3037,2000,5,35,R,0,21,0,0,9
3038,2000,5,55,R,0,1,0,0,4
3039,2000,5,37,R,0,1,0,0,4
3040,2000,5,64,R,0,0,0,0,20
3041,2000,6,30,1,6120307,67,0,0,1
3042,2000,6,57,2,6134129,67,0,0,1
3043,2000,6,14,3,0,66,0,0,11
3044,2000,6,22,4,0,66,0,0,11
3045,2000,6,21,5,0,66,0,0,11
3046,2000,6,37,6,0,66,0,0,11
3047,2000,6,64,7,0,65,0,0,12
3048,2000,6,60,8,0,65,0,0,12
3049,2000,6,55,9,0,65,0,0,12
3050,2000,6,18,10,0,62,0,0,10
3051,2000,6,65,11,0,61,0,0,4
3052,2000,6,25,12,0,61,0,0,4
3053,2000,6,41,R,0,51,0,0,20
3054,2000,6,48,R,0,47,0,0,37
3055,2000,6,35,R,0,46,0,0,5
3056,2000,6,56,R,0,29,0,0,4
3057,2000,6,50,R,0,29,0,0,20
3058,2000,6,23,R,0,29,0,0,4
3059,2000,6,63,R,0,27,0,0,86
3060,2000,6,49,R,0,2,0,0,5
3061,2000,6,15,R,0,0,0,0,4
3062,2000,7,14,1,6568213,78,0,0,1
3063,2000,7,22,2,6584102,78,0,0,1
3064,2000,7,21,3,6586735,78,0,0,1
3065,2000,7,56,4,6634137,78,0,0,1
3066,2000,7,63,5,6648988,78,0,0,1
3067,2000,7,57,6,0,77,0,0,11
3068,2000,7,35,7,0,77,0,0,11
3069,2000,7,2,8,0,77,0,0,11
3070,2000,7,65,9,0,76,0,0,12
3071,2000,7,49,10,0,70,0,0,20
3072,2000,7,50,R,0,60,0,0,20
3073,2000,7,30,R,0,55,0,0,22
3074,2000,7,41,R,0,48,0,0,20
3075,2000,7,23,R,0,37,0,0,20
3076,2000,7,15,R,0,36,0,0,6
3077,2000,7,64,R,0,30,0,0,20
3078,2000,7,55,R,0,29,0,0,7
3079,2000,7,60,R,0,22,0,0,20
3080,2000,7,48,R,0,21,0,0,6
3081,2000,7,25,R,0,18,0,0,20
3082,2000,7,18,R,0,16,0,0,5
3083,2000,7,37,R,0,0,0,0,90
3084,2000,8,30,1,6072313,69,0,0,1
3085,2000,8,22,2,6072487,69,0,0,1
3086,2000,8,21,3,6087678,69,0,0,1
3087,2000,8,57,4,6090874,69,0,0,1
3088,2000,8,50,5,6124521,69,0,0,1
3089,2000,8,15,6,6134000,69,0,0,1
3090,2000,8,14,7,6134529,69,0,0,1
3091,2000,8,41,8,6142768,69,0,0,1
3092,2000,8,25,9,6152212,69,0,0,1
3093,2000,8,64,10,6186857,69,0,0,1
3094,2000,8,18,11,0,68,0,0,11
3095,2000,8,60,12,0,68,0,0,11
3096,2000,8,56,13,0,66,0,0,13
3097,2000,8,23,14,0,64,0,0,4
3098,2000,8,35,15,0,64,0,0,4
3099,2000,8,48,16,0,64,0,0,20
3100,2000,8,37,R,0,48,0,0,4
3101,2000,8,63,R,0,42,0,0,10
3102,2000,8,55,R,0,38,0,0,10
3103,2000,8,2,R,0,34,0,0,5
3104,2000,8,49,R,0,32,0,0,23
3105,2000,8,65,R,0,14,0,0,6
3106,2000,9,14,1,5885538,72,0,0,1
3107,2000,9,57,2,5900286,72,0,0,1
3108,2000,9,22,3,5917947,72,0,0,1
3109,2000,9,35,4,5946860,72,0,0,1
3110,2000,9,23,5,5949519,72,0,0,1
3111,2000,9,15,6,5961143,72,0,0,1
3112,2000,9,49,7,0,71,0,0,11
3113,2000,9,18,8,0,71,0,0,11
3114,2000,9,21,9,0,71,0,0,11
3115,2000,9,63,10,0,71,0,0,11
3116,2000,9,64,11,0,71,0,0,11
3117,2000,9,2,12,0,71,0,0,11
3118,2000,9,56,13,0,70,0,0,12
3119,2000,9,55,14,0,70,0,0,12
3120,2000,9,48,15,0,70,0,0,12
3121,2000,9,30,R,0,58,0,0,5
3122,2000,9,37,R,0,45,0,0,7
3123,2000,9,25,R,0,34,0,0,20
3124,2000,9,60,R,0,31,0,0,20
3125,2000,9,50,R,0,25,0,0,7
3126,2000,9,65,R,0,20,0,0,6
3127,2000,9,41,R,0,16,0,0,20
3128,2000,10,57,1,5295818,71,0,0,1
3129,2000,10,14,2,5308353,71,0,0,1
3130,2000,10,22,3,5326613,71,0,0,1
3131,2000,10,35,4,0,70,0,0,11
3132,2000,10,18,5,0,70,0,0,11
3133,2000,10,63,6,0,70,0,0,11
3134,2000,10,65,7,0,70,0,0,11
3135,2000,10,48,8,0,70,0,0,11
3136,2000,10,64,9,0,70,0,0,11
3137,2000,10,25,10,0,70,0,0,11
3138,2000,10,54,11,0,69,0,0,12
3139,2000,10,60,12,0,68,0,0,13
3140,2000,10,41,R,0,58,0,0,5
3141,2000,10,23,R,0,52,0,0,23
3142,2000,10,2,R,0,41,0,0,4
3143,2000,10,55,R,0,41,0,0,4
3144,2000,10,37,R,0,32,0,0,6
3145,2000,10,50,R,0,14,0,0,5
3146,2000,10,49,R,0,4,0,0,44
3147,2000,10,30,R,0,0,0,0,4
3148,2000,10,15,R,0,0,0,0,4
3149,2000,10,21,R,0,0,0,0,4
3150,2000,11,22,1,5134418,45,0,0,1
3151,2000,11,57,2,5141870,45,0,0,1
3152,2000,11,14,3,5155586,45,0,0,1
3153,2000,11,18,4,5157103,45,0,0,1
3154,2000,11,63,5,5161530,45,0,0,1
3155,2000,11,37,6,5163498,45,0,0,1
3156,2000,11,23,7,5165316,45,0,0,1
3157,2000,11,35,8,5181955,45,0,0,1
3158,2000,11,15,9,5185319,45,0,0,1
3159,2000,11,56,10,5214082,45,0,0,1
3160,2000,11,60,11,5223922,45,0,0,1
3161,2000,11,2,12,0,40,0,0,91
3162,2000,11,49,R,0,39,0,0,6
3163,2000,11,50,R,0,39,0,0,20
3164,2000,11,41,R,0,37,0,0,20
3165,2000,11,48,R,0,33,0,0,5
3166,2000,11,25,R,0,31,0,0,10
3167,2000,11,64,R,0,29,0,0,4
3168,2000,11,55,R,0,29,0,0,4
3169,2000,11,65,R,0,12,0,0,6
3170,2000,11,30,R,0,0,0,0,4
3171,2000,11,21,R,0,0,0,0,4
3172,2000,12,57,1,6333869,77,0,0,1
3173,2000,12,30,2,6341786,77,0,0,1
3174,2000,12,14,3,6342324,77,0,0,1
3175,2000,12,22,4,6378026,77,0,0,1
3176,2000,12,23,5,6384306,77,0,0,1
3177,2000,12,49,6,6401968,77,0,0,1
3178,2000,12,15,7,0,76,0,0,11
3179,2000,12,56,8,0,76,0,0,11
3180,2000,12,18,9,0,76,0,0,11
3181,2000,12,63,10,0,76,0,0,11
3182,2000,12,25,11,0,76,0,0,11
3183,2000,12,35,12,0,75,0,0,12
3184,2000,12,50,13,0,75,0,0,12
3185,2000,12,41,14,0,75,0,0,12
3186,2000,12,48,15,0,74,0,0,13
3187,2000,12,37,16,0,73,0,0,14
3188,2000,12,60,R,0,68,0,0,5
3189,2000,12,65,R,0,67,0,0,6
3190,2000,12,64,R,0,62,0,0,7
3191,2000,12,21,R,0,31,0,0,23
3192,2000,12,2,R,0,22,0,0,10
3193,2000,12,55,R,0,11,0,0,22
3194,2000,13,57,1,5294494,44,0,0,1
3195,2000,13,30,2,5295598,44,0,0,1
3196,2000,13,23,3,5332590,44,0,0,1
3197,2000,13,14,4,5337775,44,0,0,1
3198,2000,13,18,5,5344408,44,0,0,1
3199,2000,13,49,6,5350478,44,0,0,1
3200,2000,13,35,7,5366874,44,0,0,1
3201,2000,13,65,8,5382302,44,0,0,1
3202,2000,13,63,9,5383164,44,0,0,1
3203,2000,13,56,10,5386049,44,0,0,1
3204,2000,13,64,11,5388617,44,0,0,1
3205,2000,13,41,12,0,43,0,0,11
3206,2000,13,25,13,0,43,0,0,11
3207,2000,13,48,14,0,43,0,0,11
3208,2000,13,50,15,0,43,0,0,11
3209,2000,13,37,16,0,42,0,0,12
3210,2000,13,60,17,0,42,0,0,12
3211,2000,13,22,R,0,32,0,0,32
3212,2000,13,55,R,0,32,0,0,32
3213,2000,13,2,R,0,12,0,0,5
3214,2000,13,21,R,0,8,0,0,10
3215,2000,13,15,R,0,4,0,0,4
3216,2000,14,30,1,5251638,53,0,0,1
3217,2000,14,57,2,5255448,53,0,0,1
3218,2000,14,23,3,5304070,53,0,0,1
3219,2000,14,50,4,5311576,53,0,0,1
3220,2000,14,25,5,5319064,53,0,0,1
3221,2000,14,41,6,5320931,53,0,0,1
3222,2000,14,63,7,0,52,0,0,11
3223,2000,14,64,8,0,52,0,0,11
3224,2000,14,48,9,0,52,0,0,11
3225,2000,14,60,10,0,52,0,0,11
3226,2000,14,21,11,0,52,0,0,11
3227,2000,14,55,12,0,51,0,0,12
3228,2000,14,2,R,0,15,0,0,20
3229,2000,14,35,R,0,14,0,0,10
3230,2000,14,18,R,0,10,0,0,20
3231,2000,14,65,R,0,1,0,0,4
3232,2000,14,22,R,0,0,0,0,4
3233,2000,14,14,R,0,0,0,0,4
3234,2000,14,15,R,0,0,0,0,4
3235,2000,14,49,R,0,0,0,0,4
3236,2000,14,37,R,0,0,0,0,4
3237,2000,14,56,R,0,0,0,0,20
3238,2000,15,30,1,5790883,73,0,0,1
3239,2000,15,22,2,5803001,73,0,0,1
3240,2000,15,49,3,5808251,73,0,0,1
3241,2000,15,35,4,5808819,73,0,0,1
3242,2000,15,14,5,5819696,73,0,0,1
3243,2000,15,41,6,5842577,73,0,0,1
3244,2000,15,56,7,5861998,73,0,0,1
3245,2000,15,64,8,0,72,0,0,11
3246,2000,15,2,9,0,72,0,0,11
3247,2000,15,25,10,0,72,0,0,11
3248,2000,15,65,11,0,72,0,0,11
3249,2000,15,48,12,0,72,0,0,11
3250,2000,15,55,R,0,64,0,0,5
3251,2000,15,60,R,0,59,0,0,5
3252,2000,15,23,R,0,58,0,0,5
3253,2000,15,37,R,0,45,0,0,6
3254,2000,15,21,R,0,44,0,0,5
3255,2000,15,50,R,0,34,0,0,23
3256,2000,15,57,R,0,25,0,0,5
3257,2000,15,63,R,0,18,0,0,20
3258,2000,15,18,R,0,14,0,0,5
3259,2000,15,15,R,0,12,0,0,4
3260,2000,16,30,1,5393435,53,0,0,1
3261,2000,16,57,2,5395272,53,0,0,1
3262,2000,16,14,3,5463349,53,0,0,1
3263,2000,16,22,4,5472626,53,0,0,1
3264,2000,16,18,5,5479129,53,0,0,1
3265,2000,16,35,6,0,52,0,0,11
3266,2000,16,65,7,0,52,0,0,11
3267,2000,16,56,8,0,52,0,0,11
3268,2000,16,41,9,0,52,0,0,11
3269,2000,16,63,10,0,52,0,0,11
3270,2000,16,64,11,0,52,0,0,11
3271,2000,16,37,12,0,52,0,0,11
3272,2000,16,15,13,0,52,0,0,11
3273,2000,16,21,14,0,52,0,0,11
3274,2000,16,60,15,0,51,0,0,12
3275,2000,16,48,R,0,46,0,0,5
3276,2000,16,23,R,0,41,0,0,20
3277,2000,16,2,R,0,41,0,0,22
3278,2000,16,25,R,0,37,0,0,20
3279,2000,16,49,R,0,29,0,0,9
3280,2000,16,55,R,0,19,0,0,5
3281,2000,16,50,R,0,9,0,0,10
3282,2000,17,30,1,5754235,56,0,0,1
3283,2000,17,14,2,5754967,56,0,0,1
3284,2000,17,22,3,5772679,56,0,0,1
3285,2000,17,57,4,5789504,56,0,0,1
3286,2000,17,35,5,5824927,56,0,0,1
3287,2000,17,56,6,5826803,56,0,0,1
3288,2000,17,25,7,5843549,56,0,0,1
3289,2000,17,63,8,0,55,0,0,11
3290,2000,17,21,9,0,55,0,0,11
3291,2000,17,50,10,0,55,0,0,11
3292,2000,17,55,11,0,55,0,0,11
3293,2000,17,15,12,0,55,0,0,11
3294,2000,17,60,13,0,50,0,0,5
3295,2000,17,65,R,0,48,0,0,22
3296,2000,17,41,R,0,46,0,0,5
3297,2000,17,23,R,0,43,0,0,5
3298,2000,17,48,R,0,36,0,0,36
3299,2000,17,18,R,0,18,0,0,5
3300,2000,17,49,R,0,7,0,0,10
3301,2000,17,37,R,0,0,0,0,4
3302,2000,17,2,R,0,0,0,0,4
3303,2000,17,64,R,0,0,0,0,4
3304,1999,1,56,1,5701659,57,0,0,1
3305,1999,1,49,2,5702686,57,0,0,1
3306,1999,1,23,3,5708671,57,0,0,1
3307,1999,1,21,4,5735077,57,0,0,1
3308,1999,1,22,5,5756357,57,0,0,1
3309,1999,1,37,6,5785976,57,0,0,1
3310,1999,1,68,7,5787947,57,0,0,1
3311,1999,1,30,8,0,56,0,0,11
3312,1999,1,41,R,0,48,0,0,6
3313,1999,1,69,R,0,42,0,0,6
3314,1999,1,25,R,0,28,0,0,22
3315,1999,1,64,R,0,27,0,0,7
3316,1999,1,48,R,0,25,0,0,4
3317,1999,1,15,R,0,25,0,0,4
3318,1999,1,44,R,0,23,0,0,36
3319,1999,1,57,R,0,21,0,0,37
3320,1999,1,70,R,0,20,0,0,20
3321,1999,1,14,R,0,13,0,0,9
3322,1999,1,35,R,0,13,0,0,65
3323,1999,1,71,R,0,0,0,0,4
3324,1999,1,55,R,0,0,0,0,6
3325,1999,1,65,W,0,0,0,0,66
3326,1999,2,57,1,5763785,72,0,0,1
3327,1999,2,30,2,5768710,72,0,0,1
3328,1999,2,49,3,0,71,0,0,60
3329,1999,2,23,4,0,71,0,0,11
3330,1999,2,56,5,0,71,0,0,11
3331,1999,2,44,6,0,71,0,0,11
