resultId,year,round,driverId,positionText,milliseconds,laps,fastestLapTime,fastestLap,statusId
1,2008,1,1,1,5690616,58,1:27.452,39,1
2,2008,1,2,2,5696094,58,1:27.739,41,1
3,2008,1,3,3,5698779,58,1:28.090,41,1
4,2008,1,4,4,5707797,58,1:28.603,58,1
5,2008,1,5,5,5708630,58,1:27.418,43,1
6,2008,1,6,6,0,57,1:29.639,50,11
7,2008,1,7,7,0,55,1:29.534,54,5
8,2008,1,8,8,0,53,1:27.903,20,5
9,2008,1,9,R,0,47,1:28.753,15,4
10,2008,1,10,R,0,43,1:29.558,23,3
11,2008,1,11,R,0,32,1:30.892,24,7
12,2008,1,12,R,0,30,1:31.384,20,8
13,2008,1,13,R,0,29,1:28.175,23,5
14,2008,1,14,R,0,25,1:29.502,21,4
15,2008,1,15,R,0,19,1:29.310,18,10
16,2008,1,16,R,0,8,1:32.021,8,9
17,2008,1,17,R,0,0,0,0,4
18,2008,1,18,R,0,0,0,0,4
19,2008,1,19,R,0,0,0,0,4
20,2008,1,20,R,0,0,0,0,4
21,2008,1,21,R,0,0,0,0,4
22,2008,1,22,D,0,58,1:28.736,44,2
23,2008,2,8,1,5478555,56,1:35.405,37,1
24,2008,2,9,2,5498125,56,1:35.921,39,1
25,2008,2,5,3,5517005,56,1:35.922,19,1
26,2008,2,15,4,5524387,56,1:36.068,53,1
27,2008,2,1,5,5525103,56,1:35.462,53,1
28,2008,2,2,6,5528388,56,1:35.366,55,1
29,2008,2,17,7,5546685,56,1:36.696,53,1
30,2008,2,4,8,5548596,56,1:36.288,40,1
31,2008,2,14,9,5554775,56,1:36.206,55,1
32,2008,2,18,10,5564769,56,1:35.715,56,1
33,2008,2,12,11,5570757,56,1:36.956,52,1
34,2008,2,21,12,0,55,1:36.962,52,11
35,2008,2,22,13,0,55,1:36.693,55,11
36,2008,2,3,14,0,55,1:36.782,55,11
37,2008,2,19,15,0,55,1:38.171,55,11
38,2008,2,11,16,0,54,1:38.504,53,12
39,2008,2,6,17,0,54,1:37.711,19,12
40,2008,2,20,R,0,39,1:36.870,37,5
41,2008,2,13,R,0,30,1:35.914,15,20
42,2008,2,16,R,0,5,1:40.330,3,9
43,2008,2,10,R,0,1,0,0,4
44,2008,2,7,R,0,0,0,0,20
45,2008,3,13,1,5466970,57,1:33.600,38,1
46,2008,3,8,2,5470309,57,1:33.709,35,1
47,2008,3,9,3,5471968,57,1:33.775,55,1
48,2008,3,2,4,5475379,57,1:33.565,48,1
49,2008,3,5,5,5493759,57,1:33.193,49,1
50,2008,3,15,6,5508284,57,1:34.204,45,1
51,2008,3,17,7,5512443,57,1:34.305,51,1
52,2008,3,3,8,5522859,57,1:34.072,57,1
53,2008,3,10,9,5536470,57,1:34.807,56,1
54,2008,3,4,10,5544151,57,1:35.194,35,1
55,2008,3,22,11,5544832,57,1:34.855,40,1
56,2008,3,21,12,0,56,1:35.057,56,11
57,2008,3,1,13,0,56,1:35.520,25,11
58,2008,3,6,14,0,56,1:35.433,30,11
59,2008,3,7,15,0,56,1:35.333,33,11
60,2008,3,19,16,0,56,1:35.324,45,11
61,2008,3,11,17,0,56,1:35.891,56,11
62,2008,3,14,18,0,56,1:35.351,43,11
63,2008,3,16,19,0,56,1:35.442,55,12
64,2008,3,12,R,0,40,1:35.129,31,6
65,2008,3,18,R,0,19,1:36.125,11,4
66,2008,3,20,R,0,0,0,0,5
67,2008,4,8,1,5899051,66,1:21.670,46,1
68,2008,4,13,2,5902279,66,1:21.801,45,1
69,2008,4,1,3,5903238,66,1:22.017,20,1
70,2008,4,9,4,5904745,66,1:22.106,20,1
71,2008,4,17,5,5934989,66,1:22.564,19,1
72,2008,4,18,6,5952061,66,1:22.353,66,1
73,2008,4,6,7,5957295,66,1:23.549,48,1
74,2008,4,15,8,5958486,66,1:22.758,45,1
75,2008,4,2,9,5962124,66,1:22.519,21,1
76,2008,4,21,10,0,65,1:23.439,40,11
77,2008,4,10,11,0,65,1:23.007,57,11
78,2008,4,14,12,0,65,1:22.842,57,11
79,2008,4,11,13,0,65,1:24.617,34,11
80,2008,4,3,R,0,41,1:23.319,20,5
81,2008,4,4,R,0,34,1:22.683,15,5
82,2008,4,22,R,0,34,1:23.858,21,4
83,2008,4,5,R,0,21,1:22.453,19,3
84,2008,4,19,R,0,8,1:26.864,6,21
85,2008,4,7,R,0,7,1:25.999,6,4
86,2008,4,12,R,0,6,1:25.444,6,4
87,2008,4,16,R,0,0,0,0,4
88,2008,4,20,R,0,0,0,0,4
89,2008,5,13,1,5209451,58,1:26.666,16,1
90,2008,5,1,2,5213230,58,1:26.529,31,1
91,2008,5,8,3,5213722,58,1:26.506,20,1
92,2008,5,9,4,5231396,58,1:26.780,17,1
93,2008,5,2,5,5248192,58,1:27.219,20,1
94,2008,5,4,6,5263175,58,1:27.280,57,1
95,2008,5,17,7,5273680,58,1:27.630,14,1
96,2008,5,3,8,5280857,58,1:27.795,55,1
97,2008,5,14,9,5284721,58,1:27.966,41,1
98,2008,5,15,10,5285795,58,1:27.926,52,1
99,2008,5,18,11,0,57,1:27.998,57,11
100,2008,5,5,12,0,57,1:27.640,55,11
101,2008,5,10,13,0,57,1:28.303,28,11
102,2008,5,22,14,0,57,1:28.017,56,11
103,2008,5,12,15,0,57,1:27.867,40,11
104,2008,5,16,16,0,57,1:28.780,35,11
105,2008,5,20,17,0,57,1:28.180,38,11
106,2008,5,7,R,0,24,1:28.745,19,22
107,2008,5,6,R,0,1,0,0,4
108,2008,5,21,R,0,0,0,0,4
109,2008,6,1,1,7242742,76,1:18.510,71,1
110,2008,6,9,2,7245806,76,1:17.933,75,1
111,2008,6,13,3,7247553,76,1:17.886,76,1
112,2008,6,17,4,7262037,76,1:19.036,74,1
113,2008,6,20,5,7267399,76,1:18.787,74,1
114,2008,6,22,6,7271150,76,1:19.574,75,1
115,2008,6,6,7,7272922,76,1:19.910,75,1
116,2008,6,5,8,7275933,76,1:17.282,74,1
117,2008,6,8,9,7276534,76,1:16.689,74,1
118,2008,6,4,10,0,75,1:17.869,73,11
119,2008,6,18,11,0,75,1:19.582,74,11
120,2008,6,10,12,0,75,1:19.618,75,11
121,2008,6,15,13,0,75,1:19.830,75,11
122,2008,6,2,14,0,72,1:20.251,72,14
123,2008,6,16,R,0,67,1:22.039,60,4
124,2008,6,3,R,0,59,1:21.270,58,3
125,2008,6,12,R,0,47,1:31.187,40,3
126,2008,6,21,R,0,36,1:32.849,33,6
127,2008,6,14,R,0,7,1:42.112,7,3
128,2008,6,7,R,0,7,1:41.150,7,4
129,2008,7,9,1,5784227,70,1:17.539,47,1
130,2008,7,2,2,5800722,70,1:17.430,25,1
131,2008,7,14,3,5807579,70,1:18.085,36,1
132,2008,7,10,4,5826854,70,1:19.087,31,1
133,2008,7,13,5,5828161,70,1:18.006,11,1
134,2008,7,15,6,5832002,70,1:18.870,38,1
135,2008,7,22,7,5837824,70,1:18.301,35,1
136,2008,7,20,8,5838347,70,1:18.532,33,1
137,2008,7,5,9,5838660,70,1:18.462,62,1
138,2008,7,3,10,5838976,70,1:17.977,14,1
139,2008,7,18,11,5851767,70,1:19.352,58,1
140,2008,7,17,12,5855526,70,1:18.201,51,1
141,2008,7,7,13,0,69,1:18.620,34,11
142,2008,7,21,R,0,51,1:19.066,41,20
143,2008,7,6,R,0,46,1:18.784,30,3
144,2008,7,4,R,0,44,1:18.225,16,20
145,2008,7,12,R,0,43,1:19.239,16,23
146,2008,7,8,R,0,19,1:17.387,14,4
147,2008,7,1,R,0,19,1:17.506,4,4
148,2008,7,16,R,0,13,1:20.666,7,6
149,2008,8,13,1,5510245,70,1:16.729,20,1
150,2008,8,8,2,5528229,70,1:16.630,16,1
151,2008,8,15,3,5538495,70,1:17.567,12,1
152,2008,8,5,4,5539174,70,1:17.134,46,1
153,2008,8,9,5,5540757,70,1:17.172,16,1
154,2008,8,17,6,5550549,70,1:17.507,22,1
155,2008,8,12,7,5551278,70,1:17.758,24,1
156,2008,8,4,8,5553617,70,1:17.641,39,1
157,2008,8,14,9,5561266,70,1:17.818,23,1
158,2008,8,1,10,5564783,70,1:17.453,40,1
159,2008,8,10,11,5567945,70,1:17.836,45,1
160,2008,8,20,12,5568310,70,1:17.760,36,1
161,2008,8,2,13,5572324,70,1:17.716,46,1
162,2008,8,22,14,0,69,1:17.969,54,11
163,2008,8,6,15,0,69,1:18.054,60,11
164,2008,8,3,16,0,69,1:18.311,38,11
165,2008,8,7,17,0,69,1:18.216,28,11
166,2008,8,21,18,0,69,1:18.557,53,11
167,2008,8,16,19,0,69,1:18.462,41,11
168,2008,8,18,R,0,16,1:20.876,15,4
169,2008,9,1,1,5949440,60,1:32.817,16,1
170,2008,9,2,2,6018017,60,1:32.719,21,1
171,2008,9,22,3,6031713,60,1:33.386,21,1
172,2008,9,8,4,0,59,1:32.150,18,11
173,2008,9,5,5,0,59,1:33.130,17,11
174,2008,9,4,6,0,59,1:33.133,17,11
175,2008,9,15,7,0,59,1:33.808,22,11
176,2008,9,6,8,0,59,1:34.277,21,11
177,2008,9,3,9,0,59,1:34.797,21,11
178,2008,9,17,10,0,59,1:32.952,17,11
179,2008,9,7,11,0,59,1:33.367,21,11
180,2008,9,10,12,0,59,1:34.610,19,11
181,2008,9,13,13,0,58,1:33.257,19,12
182,2008,9,9,R,0,39,1:33.539,22,20
183,2008,9,18,R,0,38,1:33.376,21,20
184,2008,9,12,R,0,35,1:33.203,21,20
185,2008,9,21,R,0,16,1:34.930,21,20
186,2008,9,16,R,0,10,1:38.160,5,20
187,2008,9,20,R,0,0,0,0,4
188,2008,9,14,R,0,0,0,0,4
189,2008,10,1,1,5480874,67,1:16.039,17,1
190,2008,10,12,2,5486460,67,1:16.910,66,1
191,2008,10,13,3,5490213,67,1:16.502,19,1
192,2008,10,2,4,5490699,67,1:15.987,52,1
193,2008,10,5,5,5493285,67,1:16.495,63,1
194,2008,10,8,6,5495277,67,1:16.342,66,1
195,2008,10,9,7,5503556,67,1:16.610,17,1
196,2008,10,20,8,5514173,67,1:16.772,20,1
197,2008,10,15,9,5518032,67,1:17.023,17,1
198,2008,10,3,10,5518499,67,1:17.380,34,1
199,2008,10,4,11,5519474,67,1:17.115,17,1
200,2008,10,7,12,5519985,67,1:16.969,63,1
201,2008,10,14,13,5535845,67,1:16.994,18,1
202,2008,10,6,14,5540877,67,1:17.691,23,1
203,2008,10,16,15,5550362,67,1:17.889,66,1
204,2008,10,21,16,5564967,67,1:18.208,67,1
205,2008,10,18,17,0,66,1:17.636,56,11
206,2008,10,22,R,0,50,1:17.986,30,4
207,2008,10,17,R,0,40,1:17.206,20,5
208,2008,10,10,R,0,35,1:16.712,24,22
209,2008,11,5,1,5847067,70,1:21.753,19,1
210,2008,11,10,2,5858128,70,1:21.671,42,1
211,2008,11,8,3,5863923,70,1:21.195,61,1
212,2008,11,4,4,5868681,70,1:21.793,47,1
213,2008,11,1,5,5870115,70,1:21.493,15,1
214,2008,11,12,6,5879365,70,1:21.537,64,1
215,2008,11,15,7,5883516,70,1:21.638,65,1
216,2008,11,9,8,5895388,70,1:21.941,70,1
217,2008,11,17,9,5905901,70,1:22.125,67,1
218,2008,11,2,10,5914776,70,1:22.183,67,1
219,2008,11,14,11,5917474,70,1:22.732,67,1
220,2008,11,18,12,0,69,1:22.397,63,11
221,2008,11,6,13,0,69,1:23.307,67,11
222,2008,11,3,14,0,69,1:22.397,57,11
223,2008,11,21,15,0,69,1:22.641,68,11
224,2008,11,22,16,0,68,1:22.436,65,12
225,2008,11,13,17,0,67,1:21.355,16,5
226,2008,11,7,18,0,67,1:23.220,29,13
227,2008,11,16,R,0,62,1:23.650,29,23
228,2008,11,20,R,0,22,1:24.222,17,25
229,2008,12,13,1,5732339,57,1:38.708,36,1
230,2008,12,1,2,5737950,57,1:38.884,16,1
231,2008,12,9,3,5769692,57,1:39.330,38,1
232,2008,12,5,4,5772042,57,1:39.112,19,1
233,2008,12,15,5,5783023,57,1:39.657,37,1
234,2008,12,20,6,5784964,57,1:39.485,36,1
235,2008,12,10,7,5800329,57,1:39.535,54,1
236,2008,12,3,8,5803796,57,1:39.577,35,1
237,2008,12,2,9,5814516,57,1:39.526,57,1
238,2008,12,7,10,5822133,57,1:39.639,35,1
239,2008,12,12,11,5825056,57,1:39.544,29,1
240,2008,12,17,12,0,56,1:40.264,27,11
241,2008,12,18,13,0,56,1:40.763,21,11
242,2008,12,21,14,0,56,1:40.353,54,11
243,2008,12,6,15,0,56,1:39.803,56,11
244,2008,12,22,16,0,56,1:40.593,56,11
245,2008,12,14,17,0,56,1:40.978,13,11
246,2008,12,8,R,0,45,1:39.424,34,5
247,2008,12,16,R,0,41,1:40.661,28,3
248,2008,12,4,R,0,0,0,0,4
249,2008,13,13,1,4979394,44,1:48.222,26,1
250,2008,13,2,2,4988777,44,1:49.067,36,1
251,2008,13,1,3,4989933,44,1:48.135,20,1
252,2008,13,4,4,4993872,44,1:49.238,25,1
253,2008,13,20,5,4993970,44,1:49.086,16,1
254,2008,13,9,6,4994431,44,1:48.965,36,1
255,2008,13,7,7,4996129,44,1:49.002,31,1
256,2008,13,17,8,5022170,44,1:49.515,34,1
257,2008,13,10,9,5046439,44,1:50.255,37,1
258,2008,13,5,10,0,43,1:48.223,35,6
259,2008,13,14,11,0,43,1:50.177,19,11
260,2008,13,3,12,0,43,1:50.656,32,11
261,2008,13,16,13,0,43,1:50.487,27,11
262,2008,13,6,14,0,43,1:50.970,35,11
263,2008,13,18,15,0,43,1:50.671,19,11
264,2008,13,15,16,0,43,1:50.543,32,11
265,2008,13,21,17,0,43,1:51.701,17,11
266,2008,13,8,18,0,42,1:47.930,24,20
267,2008,13,22,R,0,19,1:52.072,10,6
268,2008,13,12,R,0,13,1:51.118,12,20
269,2008,14,20,1,5207494,53,1:30.510,53,1
270,2008,14,5,2,5220006,53,1:30.300,53,1
271,2008,14,9,3,5227965,53,1:30.298,52,1
272,2008,14,4,4,5231397,53,1:29.961,51,1
273,2008,14,2,5,5235242,53,1:29.807,53,1
274,2008,14,13,6,5236310,53,1:29.696,52,1
275,2008,14,1,7,5237406,53,1:29.721,52,1
276,2008,14,17,8,5239542,53,1:29.681,52,1
277,2008,14,8,9,5246962,53,1:28.047,53,1
278,2008,14,12,10,5261939,53,1:30.918,53,1
279,2008,14,10,11,5266382,53,1:29.948,53,1
280,2008,14,6,12,5269509,53,1:30.215,53,1
281,2008,14,15,13,5273448,53,1:30.853,52,1
282,2008,14,3,14,5276129,53,1:30.019,53,1
283,2008,14,18,15,5280864,53,1:29.827,52,1
284,2008,14,14,16,0,52,1:32.459,49,11
285,2008,14,22,17,0,52,1:33.918,42,11
286,2008,14,7,18,0,52,1:29.258,52,11
287,2008,14,16,19,0,51,1:33.458,51,12
288,2008,14,21,R,0,11,1:37.304,6,3
289,2008,15,4,1,7036304,61,1:45.768,55,1
290,2008,15,3,2,7039261,61,1:46.454,39,1
291,2008,15,1,3,7042221,61,1:46.072,14,1
292,2008,15,10,4,7044459,61,1:47.044,50,1
293,2008,15,20,5,7046572,61,1:47.271,13,1
294,2008,15,2,6,7047405,61,1:47.306,14,1
295,2008,15,14,7,7052691,61,1:47.562,41,1
296,2008,15,6,8,7054793,61,1:47.287,13,1
297,2008,15,18,9,7056189,61,1:48.128,61,1
298,2008,15,5,10,7063206,61,1:47.337,14,1
299,2008,15,9,11,7064279,61,1:46.899,14,1
300,2008,15,7,12,7065736,61,1:47.820,29,1
301,2008,15,13,13,7071474,61,1:45.757,13,1
302,2008,15,21,14,7079875,61,1:49.101,28,1
303,2008,15,8,15,0,57,1:45.599,14,3
304,2008,15,15,R,0,50,1:46.972,32,9
305,2008,15,16,R,0,49,1:49.270,38,3
306,2008,15,17,R,0,29,1:49.183,13,7
307,2008,15,22,R,0,14,1:50.320,13,26
308,2008,15,12,R,0,13,1:50.449,13,3
309,2008,16,4,1,5421892,67,1:19.101,41,1
310,2008,16,9,2,5427175,67,1:19.292,16,1
311,2008,16,8,3,5428292,67,1:18.995,66,1
312,2008,16,12,4,5442462,67,1:19.199,54,1
313,2008,16,15,5,5445659,67,1:19.524,18,1
314,2008,16,20,6,5461099,67,1:19.617,21,1
315,2008,16,13,7,5468050,67,1:18.426,55,1
316,2008,16,17,8,5472703,67,1:19.820,30,1
317,2008,16,2,9,5476012,67,1:19.461,67,1
318,2008,16,7,10,5480977,67,1:19.262,49,1
319,2008,16,3,11,5483988,67,1:19.531,66,1
320,2008,16,1,12,5500792,67,1:19.560,65,1
321,2008,16,22,13,0,66,1:20.575,66,11
322,2008,16,18,14,0,66,1:20.849,66,11
323,2008,16,6,15,0,66,1:20.364,32,11
324,2008,16,21,R,0,21,1:21.577,20,6
325,2008,16,5,R,0,16,1:19.258,12,5
326,2008,16,16,R,0,8,1:21.189,6,27
327,2008,16,10,R,0,6,1:20.254,4,28
328,2008,16,14,R,0,0,0,0,4
329,2008,17,1,1,5517403,56,1:36.325,13,1
330,2008,17,13,2,5532328,56,1:36.591,36,1
331,2008,17,8,3,5533848,56,1:36.483,14,1
332,2008,17,4,4,5535773,56,1:36.659,56,1
333,2008,17,2,5,5546326,56,1:36.498,56,1
334,2008,17,9,6,5550622,56,1:36.854,56,1
335,2008,17,10,7,5559125,56,1:36.727,56,1
336,2008,17,12,8,5574048,56,1:36.996,56,1
337,2008,17,20,9,5581742,56,1:37.212,55,1
338,2008,17,14,10,5592245,56,1:37.753,27,1
339,2008,17,22,11,5602464,56,1:37.845,56,1
340,2008,17,6,12,5608250,56,1:38.019,54,1
341,2008,17,7,13,5608860,56,1:37.452,36,1
342,2008,17,17,14,5609825,56,1:37.680,10,1
343,2008,17,3,15,0,55,1:37.246,38,11
344,2008,17,18,16,0,55,1:37.773,54,11
345,2008,17,21,17,0,55,1:38.372,54,11
346,2008,17,5,R,0,49,1:37.302,32,9
347,2008,17,16,R,0,13,1:39.683,13,5
348,2008,17,15,R,0,2,2:39.612,2,4
349,2008,18,13,1,5651435,71,1:13.736,36,1
350,2008,18,4,2,5664733,71,1:14.229,39,1
351,2008,18,8,3,5667670,71,1:14.117,59,1
352,2008,18,20,4,5689446,71,1:14.214,25,1
353,2008,18,1,5,5690342,71,1:14.159,31,1
354,2008,18,10,6,5695803,71,1:14.057,32,1
355,2008,18,5,7,5706509,71,1:14.207,36,1
356,2008,18,15,8,5719868,71,1:14.167,40,1
357,2008,18,17,9,5731101,71,1:15.033,40,1
358,2008,18,2,10,0,70,1:14.652,41,11
359,2008,18,9,11,0,70,1:14.375,61,11
360,2008,18,3,12,0,70,1:14.934,35,11
361,2008,18,18,13,0,70,1:14.759,59,11
362,2008,18,7,14,0,70,1:14.951,57,11
363,2008,18,22,15,0,70,1:15.414,35,11
364,2008,18,16,16,0,69,1:15.773,60,12
365,2008,18,6,17,0,69,1:15.865,50,12
366,2008,18,21,18,0,69,1:15.212,36,12
367,2008,18,12,R,0,0,0,0,3
368,2008,18,14,R,0,0,0,0,4
369,2007,1,8,1,5128770,58,1:25.235,41,1
370,2007,1,4,2,5136012,58,1:26.314,20,1
371,2007,1,1,3,5147365,58,1:26.351,20,1
372,2007,1,2,4,5167533,58,1:26.722,37,1
373,2007,1,21,5,5195239,58,1:26.892,18,1
374,2007,1,13,6,5195575,58,1:27.044,28,1
375,2007,1,3,7,0,57,1:26.721,40,11
376,2007,1,23,8,0,57,1:27.796,42,11
377,2007,1,15,9,0,57,1:28.034,45,11
378,2007,1,5,10,0,57,1:27.592,44,11
379,2007,1,22,11,0,57,1:28.098,17,11
380,2007,1,11,12,0,57,1:28.487,20,11
381,2007,1,17,13,0,57,1:27.501,21,11
382,2007,1,24,14,0,57,1:28.282,44,11
383,2007,1,18,15,0,57,1:28.387,42,11
384,2007,1,19,16,0,56,1:28.489,41,12
385,2007,1,16,17,0,56,1:28.687,40,12
386,2007,1,25,R,0,48,1:28.303,24,4
387,2007,1,14,R,0,48,1:27.706,44,4
388,2007,1,9,R,0,36,1:26.642,19,6
389,2007,1,26,R,0,28,1:28.953,22,29
390,2007,1,27,R,0,10,1:30.899,9,3
391,2007,2,4,1,5534930,56,1:36.861,42,1
392,2007,2,1,2,5552487,56,1:36.701,22,1
393,2007,2,8,3,5553269,56,1:37.228,40,1
394,2007,2,2,4,5568707,56,1:37.417,55,1
395,2007,2,13,5,5571635,56,1:37.199,42,1
396,2007,2,21,6,5600568,56,1:37.879,44,1
397,2007,2,15,7,5605062,56,1:38.016,40,1
398,2007,2,5,8,5606945,56,1:37.810,41,1
399,2007,2,25,9,5624854,56,1:37.864,19,1
400,2007,2,17,10,5628486,56,1:38.540,55,1
401,2007,2,22,11,0,55,1:38.566,32,11
402,2007,2,18,12,0,55,1:38.658,54,11
403,2007,2,11,13,0,55,1:38.496,37,11
404,2007,2,26,14,0,55,1:39.098,54,11
405,2007,2,23,15,0,55,1:39.243,52,11
406,2007,2,19,16,0,55,1:39.566,32,11
407,2007,2,24,17,0,55,1:38.447,21,11
408,2007,2,9,18,0,55,1:38.874,53,11
409,2007,2,3,R,0,42,1:37.704,18,9
410,2007,2,14,R,0,36,1:38.098,28,23
411,2007,2,27,R,0,7,1:41.495,5,5
412,2007,2,16,R,0,0,0,0,4
413,2007,3,13,1,5607515,57,1:34.067,42,1
414,2007,3,1,2,5609875,57,1:34.270,18,1
415,2007,3,8,3,5618354,57,1:34.357,39,1
416,2007,3,2,4,5621346,57,1:34.470,38,1
417,2007,3,4,5,5621941,57,1:34.420,46,1
418,2007,3,9,6,5653044,57,1:34.819,46,1
419,2007,3,15,7,5688886,57,1:35.153,40,1
420,2007,3,21,8,5689216,57,1:35.200,51,1
421,2007,3,5,9,5696926,57,1:35.475,27,1
422,2007,3,3,10,5697431,57,1:35.556,51,1
423,2007,3,25,11,0,56,1:35.992,27,11
424,2007,3,23,12,0,56,1:35.845,37,11
425,2007,3,22,13,0,56,1:35.842,50,11
426,2007,3,27,14,0,55,1:37.184,40,12
427,2007,3,16,15,0,53,1:36.772,45,14
428,2007,3,19,16,0,51,1:36.111,27,5
429,2007,3,17,R,0,41,1:35.705,37,6
430,2007,3,14,R,0,36,1:35.384,34,30
431,2007,3,11,R,0,34,1:36.359,23,5
432,2007,3,24,R,0,26,1:35.723,23,9
433,2007,3,18,R,0,0,0,0,4
434,2007,3,26,R,0,0,0,0,4
435,2007,4,13,1,5496230,65,1:22.680,14,1
436,2007,4,1,2,5503020,65,1:22.876,20,1
437,2007,4,4,3,5513686,65,1:22.966,17,1
438,2007,4,9,4,5527845,65,1:23.129,20,1
439,2007,4,14,5,5554561,65,1:23.524,18,1
440,2007,4,3,6,5555768,65,1:23.693,60,1
441,2007,4,5,7,5558358,65,1:22.980,32,1
442,2007,4,11,8,0,64,1:24.110,23,11
443,2007,4,21,9,0,64,1:23.560,57,11
444,2007,4,22,10,0,64,1:24.287,16,11
445,2007,4,19,11,0,64,1:24.291,59,11
446,2007,4,18,12,0,64,1:24.186,64,11
447,2007,4,16,13,0,63,1:25.191,57,12
448,2007,4,27,14,0,63,1:25.260,61,12
449,2007,4,2,R,0,46,1:23.483,22,6
450,2007,4,23,R,0,44,1:24.003,37,22
451,2007,4,24,R,0,19,1:25.207,18,31
452,2007,4,26,R,0,9,1:26.238,6,27
453,2007,4,8,R,0,9,1:23.475,7,22
454,2007,4,15,R,0,8,1:26.094,6,32
455,2007,4,17,R,0,7,1:26.323,4,9
456,2007,4,25,R,0,1,0,0,4
457,2007,5,4,1,6029329,78,1:15.284,44,1
458,2007,5,1,2,6033424,78,1:15.372,28,1
459,2007,5,13,3,6098443,78,1:16.183,47,1
460,2007,5,21,4,0,77,1:16.254,54,11
461,2007,5,9,5,0,77,1:16.006,39,11
462,2007,5,2,6,0,77,1:17.041,30,11
463,2007,5,25,7,0,77,1:16.658,40,11
464,2007,5,8,8,0,77,1:16.592,62,11
465,2007,5,26,9,0,77,1:16.867,73,11
466,2007,5,22,10,0,77,1:17.080,69,11
467,2007,5,18,11,0,77,1:16.802,40,11
468,2007,5,3,12,0,77,1:16.991,70,11
469,2007,5,5,13,0,76,1:17.100,72,5
470,2007,5,14,14,0,76,1:16.786,75,12
471,2007,5,15,15,0,76,1:17.495,53,12
472,2007,5,23,16,0,76,1:17.231,47,12
473,2007,5,11,17,0,76,1:17.183,74,12
474,2007,5,19,18,0,76,1:17.223,63,12
475,2007,5,27,19,0,70,1:17.689,70,30
476,2007,5,16,R,0,53,1:17.678,34,3
477,2007,5,17,R,0,17,1:18.998,17,6
478,2007,5,24,R,0,2,0,0,3
479,2007,6,1,1,6251292,70,1:16.494,37,1
480,2007,6,2,2,6255635,70,1:16.696,19,1
481,2007,6,25,3,6256617,70,1:17.947,67,1
482,2007,6,5,4,6258021,70,1:18.368,67,1
483,2007,6,8,5,6264299,70,1:16.861,21,1
484,2007,6,11,6,6267990,70,1:18.035,47,1
485,2007,6,4,7,6273228,70,1:16.367,46,1
486,2007,6,23,8,6274180,70,1:17.910,38,1
487,2007,6,17,9,6274252,70,1:17.618,47,1
488,2007,6,3,10,6275276,70,1:17.156,42,1
489,2007,6,19,11,6275610,70,1:18.780,36,1
490,2007,6,22,12,6281731,70,1:18.543,62,1
491,2007,6,15,R,0,58,1:19.092,12,3
492,2007,6,24,R,0,54,1:19.375,9,3
493,2007,6,27,R,0,47,1:19.254,21,33
494,2007,6,14,R,0,36,1:18.981,19,6
495,2007,6,9,R,0,26,1:17.529,19,3
496,2007,6,16,R,0,21,1:19.452,20,3
497,2007,6,26,R,0,8,1:20.092,6,3
498,2007,6,18,R,0,0,0,0,6
499,2007,6,13,D,0,51,1:16.849,22,2
500,2007,6,21,D,0,51,1:17.411,22,2
501,2007,7,1,1,5469965,73,1:13.222,20,1
502,2007,7,4,2,5471465,73,1:13.257,21,1
503,2007,7,13,3,5482765,73,1:13.380,50,1
504,2007,7,8,4,5485365,73,1:13.117,49,1
505,2007,7,5,5,5511365,73,1:13.998,67,1
506,2007,7,15,6,5536665,73,1:14.016,30,1
507,2007,7,17,7,5537265,73,1:14.004,57,1
508,2007,7,20,8,5537665,73,1:13.862,53,1
509,2007,7,21,9,0,72,1:14.009,67,11
510,2007,7,25,10,0,72,1:14.486,41,11
511,2007,7,19,11,0,72,1:14.066,55,11
512,2007,7,18,12,0,72,1:14.703,42,11
513,2007,7,26,13,0,71,1:15.092,66,12
514,2007,7,16,14,0,71,1:14.858,49,12
515,2007,7,27,15,0,70,1:15.902,65,13
516,2007,7,3,16,0,68,1:14.066,34,5
517,2007,7,24,17,0,68,1:15.426,64,34
518,2007,7,2,R,0,56,1:13.414,20,7
519,2007,7,11,R,0,13,1:16.680,8,20
520,2007,7,14,R,0,0,0,0,4
521,2007,7,22,R,0,0,0,0,4
522,2007,7,23,R,0,0,0,0,4
523,2007,8,8,1,5454200,70,1:16.207,20,1
524,2007,8,13,2,5456614,70,1:16.099,42,1
525,2007,8,1,3,5486353,70,1:16.587,39,1
526,2007,8,9,4,5495927,70,1:17.153,44,1
527,2007,8,2,5,5503001,70,1:16.875,70,1
528,2007,8,21,6,5506140,70,1:16.703,70,1
529,2007,8,4,7,5510716,70,1:16.495,36,1
530,2007,8,18,8,5513085,70,1:16.770,70,1
531,2007,8,3,9,5522705,70,1:17.011,69,1
532,2007,8,23,10,0,69,1:16.966,68,11
533,2007,8,22,11,0,69,1:17.220,68,11
534,2007,8,17,12,0,69,1:17.249,69,11
535,2007,8,14,13,0,69,1:17.447,68,11
536,2007,8,25,14,0,69,1:17.240,69,11
537,2007,8,5,15,0,69,1:17.206,69,11
538,2007,8,11,16,0,68,1:17.796,39,12
539,2007,8,16,17,0,68,1:18.091,27,12
540,2007,8,26,R,0,55,1:17.934,51,6
541,2007,8,27,R,0,28,1:18.955,27,35
542,2007,8,19,R,0,1,0,0,4
